dish_name,weight_share,order_penetration,abc_class,association_strength,association_strength_norm,preference_weight_old,preference_weight_new
木耳西兰花,0.0041676328168547,0.03569497025419145,A,0.0,0.0,0.016778567791789403,0.016778567791789403
西红柿炒蛋/葱油芋艿,0.0040576693163402,0.023255813953488372,A,0.9845512083521846,0.9272612101346376,0.011736927171199469,0.15082610869139512
糖醋里脊,0.0040462046929386,0.028355095418372864,A,0.939382438231761,0.8847207631910439,0.013769760983112308,0.14647787546176888
红烧萝卜/番茄炒鸡蛋,0.0040181082919261,0.021324267944062426,A,0.0,0.0,0.010940572152780631,0.010940572152780631
青瓜付竹肉片,0.0039638531727295,0.02959128486440547,A,0.0,0.0,0.01421482584939989,0.01421482584939989
香菇肉丝,0.0039376944545455,0.027582477014602487,A,0.0,0.0,0.013395607478568296,0.013395607478568296
宫保鸡丁,0.0038721361855163,0.029745808545159545,A,0.9825632205536649,0.9253889012530372,0.014221605129373599,0.15302994031732917
红烧肉,0.0038685837669975,0.02997759406629066,A,0.9413174812897899,0.8865432081308592,0.014312187886714765,0.14729366910634364
豆芽/青菜,0.0037899461388763,0.03252723479873291,A,0.9419212117635543,0.887111808164,0.015284861602818944,0.14835163282741895
葱油金针菇,0.0037561981629474,0.03554044657343738,B,0.0,0.0,0.016469897527143392,0.016469897527143392
土豆丝/小青菜,0.0036441355060355,0.03214092559684772,B,0.9452112412761714,0.8902103943232248,0.015042851542360389,0.1485744106908441
油爆虾,0.0034707128928894,0.03229544927760179,B,0.0,0.0,0.015000607446774358,0.015000607446774358
包菜油付/绿豆芽,0.0032507858918605,0.024105694197635787,B,0.9745183827216573,0.9178121840643707,0.011592749214170615,0.1492645768238262
木耳花菜,0.003209771605325,0.024878312601406164,B,0.0,0.0,0.011877188003757467,0.011877188003757467
韭黄肉丝小炒,0.0032042815039777,0.027273429653094337,B,0.0,0.0,0.012831940763624355,0.012831940763624355
青椒土豆丝,0.0031618139553209,0.026578073089700997,B,0.0,0.0,0.012528317609072939,0.012528317609072939
素烧鹅,0.0031282274529611,0.024955574441783205,B,0.0,0.0,0.011859166248489943,0.011859166248489943
卤肉,0.0031014228405009,0.023101290272734297,B,0.9498534147411422,0.8945824446018364,0.01110136981339426,0.14528873650366972
青韭南瓜丝,0.0030943180034632,0.026732596770455072,B,0.0,0.0,0.012549629510259949,0.012549629510259949
肉沫茄子/西葫芦炒蛋,0.0030061534347688,0.017538437765587576,B,0.9918536549459439,0.934138735049574,0.00881906716709631,0.1489398774245324
包菜油付,0.0029879069214676,0.019624507455767597,B,0.9363012085944411,0.8818188270622103,0.009642547135187599,0.14191537119451914
土豆丝/包菜油付,0.0029452778992417,0.023178552113111334,B,0.9705849119308739,0.9141075977975015,0.011038587584789554,0.14815472725441478
牛肉,0.0029359124322376,0.030518426948929922,B,0.0,0.0,0.013968918238914529,0.013968918238914529
葱油广东菜心,0.0028761672116937,0.02124700610368539,B,0.0,0.0,0.010224502768490375,0.010224502768490375
椒盐带鱼,0.0028745524760034,0.02997759406629066,B,0.0,0.0,0.013715769112118305,0.013715769112118305
清烧南瓜/葱油芋头,0.0028701926896394,0.019006412732751294,B,0.0,0.0,0.009324680706884157,0.009324680706884157
鸟蛋烧肉,0.0028606657490661,0.023410337634242447,B,0.9987729485102476,0.9406554022064314,0.011080534503136638,0.15217884483410135
白菜油付,0.0028112548369407,0.016611295681063124,B,1.0162533204424946,0.9571186097003589,0.00833127117458967,0.1518990626296435
木耳南瓜/青瓜炒蛋,0.0027301951052839,0.018542841690489066,B,0.962089680033972,0.9061066945003742,0.009055253739365967,0.14497125791442209
虎皮青椒/雪菜毛豆,0.0027153395369325,0.021092482422931314,B,0.9905208319635368,0.9328834676332346,0.010066196691332026,0.14999871683631721
胖干烧肉,0.0027056511227903,0.02047438769991501,B,0.9571380790581855,0.9014432219720167,0.009813145753640184,0.14502962904944267
大白菜/豆芽,0.002661245891305,0.022869504751603185,B,0.9900100040759144,0.9324023642825617,0.010744549435424274,0.15060490407780852
青菜/白菜油腐,0.0026473591643678,0.015297844394653481,B,0.0,0.0,0.007707553256482072,0.007707553256482072
韭黄肉丝/红烧大排,0.0026268520211,0.019315460094259444,B,0.9341532947823197,0.8797958980933596,0.009302295250363779,0.1412716799643677
红烧萝卜,0.0025348120867487,0.014911535192768291,B,0.9354416816130575,0.8810093150509102,0.007485501329156537,0.13963689858679307
土豆丝/青菜,0.0025178573619998,0.018929150892374257,B,1.006354165325764,0.9477954759974273,0.009082374774149584,0.15125169617376366
青椒藕片,0.0025112369456693,0.028277833577995827,B,0.0,0.0,0.012817875598599912,0.012817875598599912
白菜千张丝,0.0025039706350626,0.024260217878389865,B,0.9364018644972492,0.8819136259040107,0.011206469532393508,0.1434935134179951
莴苣/藕片,0.0024820102296735,0.020397125859537974,B,0.0,0.0,0.00964805648161929,0.00964805648161929
大白菜,0.0024705456062718,0.014447964150506065,B,0.0,0.0,0.0072615130239655065,0.0072615130239655065
香菇鸡块,0.0023781827247825,0.01707486672332535,B,0.9435012258121317,0.8885998828586273,0.00825685632419964,0.14154683875299373
莴笋烧肉/千张节烧肉,0.0023630042092929,0.018002008807849804,B,0.9851088240310778,0.9277863787442684,0.008618606048715663,0.14778656286035594
茄子长江豆,0.0022574004951425,0.014370702310129027,B,0.9738834139274857,0.9172141634357975,0.0071027212211371114,0.14468484573650675
青椒水面筋/木耳西兰,0.0022535251294856,0.013984393108243839,B,0.0,0.0,0.006945872320988896,0.006945872320988896
红烧肉/香菇鸡肉,0.0021790858141594,0.013443560225604573,B,0.0,0.0,0.00668487557873747,0.00668487557873747
花椒鸭,0.0021590630915987,0.01630224831955497,B,0.0,0.0,0.007816337182781208,0.007816337182781208
鸭血豆腐,0.0021576098294774,0.013443560225604573,B,0.990651202248278,0.9330062518083686,0.00667198998792827,0.14662292775918356
西红柿炒蛋/红烧茄子,0.0021553491995109,0.011125705014293441,B,1.0020535743592267,0.9437451318913045,0.005743491525423917,0.14730526130911958
雪菜蛋饺,0.0021266069042222,0.019392721934636484,B,1.0162920654817293,0.9571551002065537,0.009033052916387913,0.15260631794737098
茄子长江豆/素烧鹅,0.0021222471178582,0.014216178629374951,B,0.9951698543311464,0.9372619682840515,0.0069598197224649,0.14754911496507261
西葫芦炒蛋,0.0021198250143227,0.013829869427489762,B,0.0,0.0,0.006803842779589525,0.006803842779589525
土豆丝/大白菜,0.0020481307496701,0.013907131267866801,B,0.9819699748491153,0.9248301758914296,0.00679173095694878,0.1455162573406632
鱼香杏鲍菇炒肉,0.0019908076326618,0.01498879703314533,B,0.0,0.0,0.007190003392855212,0.007190003392855212
长豆香干肉丝,0.0019890314234024,0.0173839140848335,B,0.9728566136980007,0.9162471116305875,0.00814698448797484,0.14558405123256296
蒜苗香干肉丝,0.0019882240555572,0.018542841690489066,B,0.9705849119308739,0.9141075977975015,0.008610071109529946,0.14572621077915515
蘑菇肉片,0.0019728840664986,0.011898323418063819,B,0.9932722773939385,0.9354748093509333,0.005943059807124687,0.1462642812097647
椒盐带鱼/油爆虾,0.0019153994759213,0.015915939117669784,B,0.9342311457558705,0.8798692190007258,0.007515615332620694,0.13949599818272954
酸辣藕丝/木耳莴笋,0.001909586427436,0.013211774704473461,B,0.0,0.0,0.006430461738250985,0.006430461738250985
茄子长豆/青椒素鸡,0.0019016742225532,0.011898323418063819,B,0.0,0.0,0.005900333900757448,0.005900333900757448
木耳花菜/青瓜炒蛋,0.0019000594868628,0.011821061577686781,B,0.9394540402316766,0.8847881987459714,0.005868460323192393,0.1385866901350881
葱油炒鳊鱼,0.0018990906454486,0.012516418141080121,B,0.0,0.0,0.006146021643701209,0.006146021643701209
茄子豆角,0.0018948923326536,0.010739395812408252,B,0.0,0.0,0.005432693724555461,0.005432693724555461
蘑菇小炒肉,0.0018160932309633,0.013984393108243839,B,0.0,0.0,0.006683413181875516,0.006683413181875516
丝瓜炒蛋/家常豆腐,0.0018010761890429,0.012130108939194932,B,1.021338920477401,0.9619082840236687,0.005932689289103714,0.150218931892654
青菜,0.0017970393498169,0.012130108939194932,B,1.0617840987969598,1.0,0.005930267185568113,0.1559302671855681
鱼香肉丝,0.001788481250658,0.015066058873522368,B,0.9471511304351246,0.8920374033744538,0.0070995122998037475,0.1409051228059718
盐焗鸡,0.0017477899112605,0.007339874835818589,B,0.0,0.0,0.003984623881083736,0.003984623881083736
快胶菜,0.0017474669641225,0.011666537896932705,B,0.0,0.0,0.005715095337246582,0.005715095337246582
番茄炒蛋/青韭南瓜丝,0.0016983789991351,0.010044039249014912,B,0.0,0.0,0.0050366430990870245,0.0050366430990870245
青椒面筋/西葫芦炒蛋,0.0016959568955995,0.01151201421617863,B,0.9630570474963113,0.9070177718685843,0.005622379823831151,0.1416750456041188
虎皮青椒/茄子长豆,0.0016925659506498,0.010198562929768987,B,0.0,0.0,0.005094964742297476,0.005094964742297476
芹菜香干/青瓜凉皮,0.0016872373228715,0.01151201421617863,B,0.0,0.0,0.005617148080194352,0.005617148080194352
西葫芦炒蛋/素鸡,0.0016802939594029,0.010662133972031213,B,0.998921669494073,0.9407954692727908,0.005273029964454225,0.14639235035537285
醋溜鱼/宫保鸡丁,0.0016775489087293,0.009194159004867496,B,0.0,0.0,0.004684192947184578,0.004684192947184578
雪菜毛豆/西葫芦炒蛋,0.001671897333813,0.012284632619949007,B,1.0088660747975076,0.950161220101704,0.005916991448267403,0.148441174463523
长江豆肉丝,0.0016581720804448,0.014834273352391254,B,0.9452112412761714,0.8902103943232248,0.006928612589223382,0.1404601717377071
虎皮尖椒/茄子长江豆,0.0016381493578842,0.009889515568260836,B,0.0,0.0,0.004938695842034854,0.004938695842034854
茄子长豆/虎皮青椒,0.00162878389088,0.010893919493162327,B,0.0,0.0,0.0053348381317929305,0.0053348381317929305
红烧油片,0.0016260388402064,0.015220582554276442,B,0.0,0.0,0.007063856325834417,0.007063856325834417
大排/春卷,0.0016213561067043,0.010275824770146024,B,0.0,0.0,0.00508314357208099,0.00508314357208099
葱油芋头/莴笋丝,0.0016155430582189,0.01220737077957197,B,0.0,0.0,0.0058522741467601285,0.0058522741467601285
白菜油付/土豆丝,0.0016148971639428,0.011743799737309742,B,1.0058513862843603,0.9473219531390861,0.005666458193289577,0.14776475116415247
红烧子排,0.0015960047563654,0.011357490535424553,B,0.9340987480737328,0.8797445254003152,0.0055005990679890615,0.13746227787803633
盐菜黄豆芽,0.0015821180294282,0.015066058873522368,B,0.9784598079528674,0.9215242619111532,0.0069756943670658675,0.14520433365373883
雪菜山药,0.0015693616174742,0.011898323418063819,B,1.006740222353124,0.9481590687728302,0.0057009463377100476,0.14792480665363456
黄鱼,0.001568554249629,0.010739395812408252,B,0.0,0.0,0.005236890874740701,0.005236890874740701
千叶豆腐肉丝,0.0015580584676416,0.012361894460326045,B,0.9571380790581855,0.9014432219720167,0.005879592864715378,0.14109607616051786
鱼香肉丝/蒜苗香干肉,0.0015564437319512,0.011357490535424553,B,0.9340987480737328,0.8797445254003152,0.005476862453340541,0.1374385412633878
莴苣,0.0015530527870015,0.012516418141080121,B,1.0100796021730065,0.9513041335968995,0.005938398928632949,0.14863401896816789
酱爆茄子/土豆洋葱,0.0015527298398634,0.009889515568260836,B,0.0,0.0,0.0048874441312223744,0.0048874441312223744
西兰花/韭黄炒鸡蛋,0.0015503077363278,0.009657730047129722,B,0.0,0.0,0.004793276660648569,0.004793276660648569
长江豆肉丝/香菇肉丝,0.0015390045864952,0.010893919493162327,B,0.0,0.0,0.00528097054916205,0.00528097054916205
虎皮尖椒/素烧鹅,0.0015359365886835,0.01081665765278529,B,0.0,0.0,0.005248225014324216,0.005248225014324216
肉末粉条,0.0015199507053488,0.010584872131654176,B,0.0,0.0,0.005145919275870951,0.005145919275870951
鸭血豆腐/包菜粉丝,0.001512199974035,0.00903963532411342,B,0.0,0.0,0.004523174114066369,0.004523174114066369
千叶豆腐肉丝/茭白肉,0.0014876559915413,0.010353086610523062,B,0.0,0.0,0.005033828239134005,0.005033828239134005
酱爆猪肝,0.0014755454738635,0.01359808390635865,B,0.0,0.0,0.006324560846861561,0.006324560846861561
青瓜炒蛋/莴笋小炒,0.0014589136962527,0.010044039249014912,B,0.0,0.0,0.004892963917357585,0.004892963917357585
白萝卜/南瓜丝,0.0014563301191481,0.009348682685621572,B,0.0,0.0,0.004613271145737489,0.004613271145737489
小黄鱼,0.0014464802314368,0.011434752375801592,B,0.0,0.0,0.005441789089182717,0.005441789089182717
红烧茄子/椒盐土豆,0.001438568026554,0.010893919493162327,B,0.0,0.0,0.005220708613197331,0.005220708613197331
椒盐带鱼/鸡排,0.0014325935044996,0.013984393108243839,B,0.0,0.0,0.006453313345997296,0.006453313345997296
口水鸡,0.0014245198260477,0.00903963532411342,B,0.0,0.0,0.004470566025273988,0.004470566025273988
清炒南瓜/豆芽,0.0014106330991105,0.009116897164490458,C,0.0,0.0,0.004493138725262484,0.004493138725262484
红烧白萝卜/红烧茄子,0.0014090183634201,0.00834427876072008,C,0.0,0.0,0.004183122522340092,0.004183122522340092
青瓜花生米/青椒炒蛋,0.0014057888920394,0.010739395812408252,C,0.0,0.0,0.005139231660186941,0.005139231660186941
鸡排/椒盐排骨,0.0013902874294118,0.010430348450900101,C,0.0,0.0,0.0050063118380071206,0.0050063118380071206
雪菜素鸡/丝瓜毛豆子,0.0013888341672904,0.00873058796260527,C,0.0,0.0,0.004325535685416348,0.004325535685416348
香菇鸭块,0.0013659049204871,0.011434752375801592,C,0.9900100040759144,0.9324023642825617,0.005393443902612897,0.14525379854499715
香酥鸡排,0.0013613836605541,0.013443560225604573,C,0.9437631966916884,0.8888466099285218,0.00619425428657429,0.13952124577585256
雪菜毛豆子,0.0013597689248637,0.01359808390635865,C,1.0033647336228229,0.9449799961778217,0.0062550949174616805,0.14800209434413492
青椒田藕,0.0013581541891733,0.014834273352391254,C,0.9557427615879213,0.9001290965562705,0.0067486018544604814,0.14176796633790106
娃娃菜/黄瓜炒蛋,0.0013489501957382,0.00942594452599861,C,0.0,0.0,0.004579747927842364,0.004579747927842364
虎皮包/油爆虾,0.0013374855723366,0.011589276056555667,C,0.0,0.0,0.005438201766024228,0.005438201766024228
香酥鸭肉/椒盐虾,0.0013374855723366,0.012052847098817893,C,0.0,0.0,0.005623630182929118,0.005623630182929118
茭白榨菜肉丝/杏鲍菇,0.0013340946273868,0.008962373483736383,C,0.0,0.0,0.004385406169926633,0.004385406169926633
香菇肉丝/鸡排,0.0013337716802487,0.009503206366375647,C,0.0,0.0,0.004601545554699479,0.004601545554699479
紫米饭,0.0013187546383282,0.005022019624507456,C,0.0,0.0,0.0028000606327999024,0.0028000606327999024
红烧茄子,0.0013171399026378,0.008653326122228232,C,0.0,0.0,0.0042516143904739725,0.0042516143904739725
油豆腐/长江豆肉丝,0.0013143948519642,0.008267016920343043,C,0.0,0.0,0.004095443679315738,0.004095443679315738
虎皮尖椒/家常豆腐,0.0013143948519642,0.00834427876072008,C,0.0,0.0,0.004126348415466552,0.004126348415466552
板栗烧猪脚,0.001265952781253,0.008576064281851193,C,0.0,0.0,0.004189997381492277,0.004189997381492277
千叶豆腐肉丝,0.0012656298341149,0.008112493239588967,C,0.9571380790581855,0.9014432219720167,0.004004375196304527,0.13922085849210702
椒盐土豆/藕片,0.001248836582935,0.009966777408637873,C,0.0,0.0,0.004736012913216149,0.004736012913216149
蘑菇肉片/雪菜鱿鱼,0.0012414087987593,0.008653326122228232,C,0.0,0.0,0.004206175728146873,0.004206175728146873
雪菜毛豆/青椒面筋,0.0012249384947175,0.009734991887506761,C,0.0,0.0,0.004628959851833205,0.004628959851833205
莴笋山药/虎皮尖椒,0.0012192869198012,0.008807849802982307,C,0.0,0.0,0.004254712073073643,0.004254712073073643
番茄炒蛋,0.0012155730277133,0.006876303793556362,C,0.0,0.0,0.003479865334050525,0.003479865334050525
香菇鸡肉/鱼香肉丝,0.0012091140849518,0.008498802441474156,C,0.0,0.0,0.004124989427560743,0.004124989427560743
青椒炒面筋/咸菜绿豆,0.0011908675716506,0.009503206366375647,C,0.0,0.0,0.004515803089540619,0.004515803089540619
木耳花菜/青韭炒蛋,0.0011892528359602,0.008653326122228232,C,0.0,0.0,0.004174882150467413,0.004174882150467413
白菜/土豆丝,0.0011886069416841,0.008576064281851193,C,0.0,0.0,0.0041435898777509375,0.0041435898777509375
木耳娃娃菜/黄豆芽,0.0011850545231653,0.008885111643359344,C,0.0,0.0,0.004265077371242917,0.004265077371242917
木耳花菜,0.0011842471553201,0.008189755079966004,C,0.0,0.0,0.003986450325178462,0.003986450325178462
千叶豆腐肉丝/韭黄肉,0.001175204635454,0.009271420845244533,C,0.0,0.0,0.004413691119370213,0.004413691119370213
青椒素鸡,0.0011693915869686,0.009580468206752684,C,0.0,0.0,0.004533822234882233,0.004533822234882233
蘑菇肉片/椒盐虾,0.0011466238137344,0.009271420845244533,C,0.0,0.0,0.004396542626338453,0.004396542626338453
小炒,0.0011440402366298,0.008576064281851193,C,0.0,0.0,0.004116849854718357,0.004116849854718357
海带丝,0.0011385501352825,0.01359808390635865,C,0.9452112412761714,0.8902103943232248,0.00612236364371296,0.13965392279219668
葱油娃娃菜/莴苣,0.0011172356241696,0.007726184037703778,C,0.0,0.0,0.0037608149895832716,0.0037608149895832716
酥鱼/椒盐虾,0.0010739607076676,0.009116897164490458,C,0.0,0.0,0.004291135290396744,0.004291135290396744
黄瓜炒蛋/丝瓜,0.001071377130563,0.007339874835818589,C,0.0,0.0,0.0035787762126652358,0.0035787762126652358
鸡米花,0.0010469946216383,0.013289036544850499,C,0.9658387825526487,0.9096376406907764,0.0059438113909231795,0.14238945749453963
酥鱼,0.0010352070510986,0.010971181333539365,C,1.0453595900785377,0.9845312161511633,0.005009596764074906,0.1526892791867494
素包子,0.0010213203241614,0.007030827474310438,C,0.0,0.0,0.0034251231842210156,0.0034251231842210156
盐水虾/卤肉,0.0010163146435212,0.0075716603569497025,C,0.0,0.0,0.003638452928892601,0.003638452928892601
雪菜毛豆/萝卜干炒蛋,0.0010027508637221,0.009657730047129722,C,0.0,0.0,0.004464742537085149,0.004464742537085149
酥鱼/红烧肉,0.0009953230795464,0.007957969558834892,C,0.0,0.0,0.0037803816712617968,0.0037803816712617968
花菜,0.0009943542381321,0.008807849802982307,C,0.9817438837948136,0.9246172408375349,0.0041197524640721826,0.1428123385897024
西葫芦肉丝/茭白肉丝,0.000972393832743,0.008421540601097118,C,0.0,0.0,0.003952052540084647,0.003952052540084647
藕片/芋头,0.0009570538436845,0.007185351155064514,C,0.0,0.0,0.0034483727682365056,0.0034483727682365056
鸡排/茭白肉丝,0.0009484957445255,0.00803523139921193,C,0.0,0.0,0.003783190006400072,0.003783190006400072
鸡米花/辣子鸡,0.0009454277467138,0.00873058796260527,C,0.0,0.0,0.004059491833070388,0.004059491833070388
青椒炒鸡蛋,0.0009354163854335,0.007880707718457853,C,0.0,0.0,0.003713532918643241,0.003713532918643241
酱肉,0.0009349319647264,0.01012130108939195,C,0.0,0.0,0.00460947961459262,0.00460947961459262
芦笋牛柳/莴笋目鱼花,0.0009152321893038,0.007648922197326741,C,0.0,0.0,0.0036087081925129764,0.0036087081925129764
木耳炒蛋/水面筋,0.0009103879822327,0.007417136676195627,C,0.0,0.0,0.0035130874598178707,0.0035130874598178707
葱油芋头,0.0008913341010863,0.006489994591671174,C,0.0,0.0,0.0031307982973202498,0.0031307982973202498
四季豆肉丝,0.0008566172837432,0.0071080893146874755,C,0.0,0.0,0.0033572060961209104,0.0033572060961209104
椒盐虾,0.0008483821317223,0.009348682685621572,C,0.0,0.0,0.004248502353282009,0.004248502353282009
莴笋目鱼花,0.000842407609668,0.006721780112802287,C,0.0,0.0,0.003194156610921715,0.003194156610921715
鱼香杏鲍菇肉丝,0.0008361101404755,0.007648922197326741,C,0.0,0.0,0.0035612349632159965,0.0035612349632159965
素鸡烧肉,0.0008173792064672,0.006258209070540061,C,0.0,0.0,0.0029937111520963447,0.0029937111520963447
春卷/山药卷,0.0008159259443458,0.008112493239588967,C,0.0,0.0,0.003734552862443067,0.003734552862443067
香菇鸭块/雪蘑菇肉片,0.0008149571029316,0.005949161709031909,C,0.0,0.0,0.002868638945371724,0.002868638945371724
葱油鳊鱼,0.0008055916359274,0.005408328826392645,C,0.0,0.0,0.002646686512113498,0.002646686512113498
长江豆肉丝/鱼香肉丝,0.0007936425918187,0.006412732751294136,C,0.0,0.0,0.0030412786556088746,0.0030412786556088746
萝卜丝带鱼,0.0007745887106723,0.006026423549408947,C,0.0,0.0,0.002875322646166959,0.002875322646166959
虎皮尖椒,0.000747622624643,0.005331066986015607,C,0.0,0.0,0.002581000369192043,0.002581000369192043
干菜长江豆,0.0007313137941702,0.006567256432048211,C,0.0,0.0,0.0030656908493214047,0.0030656908493214047
蒜泥生菜,0.0006986961332247,0.005408328826392645,C,0.0,0.0,0.0025825492104918782,0.0025825492104918782
木耳芹菜,0.000674152150731,0.006258209070540061,C,0.0,0.0,0.0029077749186546247,0.0029077749186546247
莴笋山药,0.0006723759414716,0.004712972262999305,C,0.0,0.0,0.002288614470082682,0.002288614470082682
芹菜千张丝,0.0006651096308649,0.005794638028277834,C,0.0,0.0,0.0027169209898300736,0.0027169209898300736
凉拌海带,0.0006639793158817,0.008498802441474156,C,0.0,0.0,0.0037979085661186823,0.0037979085661186823
红烧大排,0.0006573588995511,0.004249401220737078,C,0.0,0.0,0.0020941758280254913,0.0020941758280254913
五香牛肉,0.0006517073246348,0.006335470910917098,C,0.0,0.0,0.0029252127591477195,0.0029252127591477195
山药卷,0.0006312001813671,0.008962373483736383,C,0.0,0.0,0.003963669502314813,0.003963669502314813
春卷/辣子鸡,0.0005727467493755,0.002858688093950398,C,0.0,0.0,0.0014871232872054592,0.0014871232872054592
白菜,0.000557568233886,0.004094877539983002,C,0.0,0.0,0.001972491956324801,0.001972491956324801
椒盐虾，,0.0005178457359028,0.005408328826392645,C,0.0,0.0,0.002474038972098738,0.002474038972098738
红烧猪蹄,0.0005146162645221,0.0035540446573437377,C,0.0,0.0,0.001730387621650755,0.001730387621650755
付皮包,0.0005088032160367,0.004017615699605965,C,0.9381726026447539,0.8835813266630549,0.001912328209464406,0.13444952720892264
咖喱土豆鸡块,0.0004853895485263,0.002858688093950398,C,0.0,0.0,0.0014347089666959393,0.0014347089666959393
香蒿,0.0004847436542502,0.004017615699605965,C,0.0,0.0,0.001897892472392506,0.001897892472392506
南瓜饼,0.0004740863986937,0.0039403538592289265,C,0.0,0.0,0.0018605933829077906,0.0018605933829077906
红烧大排,0.0004254828544134,0.0027041644131963224,C,0.0,0.0,0.001336955477926569,0.001336955477926569
粉蒸肉,0.0004185394909448,0.003244997295835587,C,0.0,0.0,0.0015491226129011148,0.0015491226129011148
鸡米花/椒盐虾,0.0004117576010453,0.004558448582245229,C,0.0,0.0,0.0020704339935252716,0.0020704339935252716
香酥鸭,0.0004069133939741,0.0033222591362126247,C,0.0,0.0,0.0015730516908695098,0.0015730516908695098
花椒鸡腿,0.0004038453961624,0.00208606969018002,C,0.0,0.0,0.0010767351137694482,0.0010767351137694482
