indent_details_id,indent_id,dish_serial,total_price,weight,unit_price,dish_name,calories_dish,carbohydrates_dish,protein_dish,fat_dish,fiber_dish,_source_sheet_dish,price_check,price_error,price_abnormal,consume_time,consume_way,consume_money,payment_status,wallet_id,card_serial,user_phone_number,qr_code,is_upload,reduction_money,reduction_contant,calories_order,carbohydrates_order,protein_order,fat_order,fiber_order,_source_sheet_order,date,hour,weekday,month,meal_period
1039,204,26_47372471472623616,0.73,45,1.62,肉末茄子,54.0,3.6,2.7,3.15,0.9,indent_details_1,0.7290000000000001,0.0009999999999998899,False,2022-09-02 11:32:13,3,8.38,1,,,,,0,0,无,747.94,74.45,34.59,31.91,4.95,indent_1,2022-09-02,11,4,9,lunch
1040,204,26_47379061760200704,0.35,186,0.19,米饭,241.8,52.45,5.02,0.56,0.74,indent_details_1,0.35340000000000005,0.0034000000000000696,False,2022-09-02 11:32:13,3,8.38,1,,,,,0,0,无,747.94,74.45,34.59,31.91,4.95,indent_1,2022-09-02,11,4,9,lunch
1041,205,26_47373257908817920,1.32,22,6.0,椒盐虾,26.4,0.66,3.96,1.1,0.0,indent_details_1,1.32,0.0,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1042,205,26_47376474050793472,2.16,54,4.0,香菇鸭块/雪蘑菇肉片,172.8,6.48,15.12,9.72,1.62,indent_details_1,2.16,0.0,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1043,205,26_47376794684362752,2.25,46,4.9,韭黄肉丝小炒,101.2,4.6,6.9,5.52,0.92,indent_details_1,2.254,0.0040000000000000036,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1044,205,26_47375739703660544,0.9,51,1.76,葱油娃娃菜,22.95,2.55,1.02,1.02,0.51,indent_details_1,0.8976000000000001,0.0023999999999999577,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1045,205,26_47372471472623616,0.49,30,1.62,肉末茄子,36.0,2.4,1.8,2.1,0.6,indent_details_1,0.486,0.0040000000000000036,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1046,205,26_47379061760200704,0.37,194,0.19,米饭,252.2,54.71,5.24,0.58,0.78,indent_details_1,0.3686,0.0014000000000000123,False,2022-09-02 11:32:18,3,7.49,1,,,,,0,0,无,611.55,71.4,34.04,20.04,4.43,indent_1,2022-09-02,11,4,9,lunch
1047,206,26_47392490109669376,2.1,35,6.0,小酥肉,87.5,5.25,3.5,6.3,0.35,indent_details_1,2.1,0.0,False,2022-09-02 11:32:27,3,4.66,1,,,,,0,0,无,381.05,62.65,11.66,9.39,3.3,indent_1,2022-09-02,11,4,9,lunch
1048,206,26_47377396340494336,0.51,27,1.89,三色绿豆芽,12.15,1.84,0.86,0.41,0.51,indent_details_1,0.5103,0.00029999999999996696,False,2022-09-02 11:32:27,3,4.66,1,,,,,0,0,无,381.05,62.65,11.66,9.39,3.3,indent_1,2022-09-02,11,4,9,lunch
1049,206,26_47375739703660544,1.13,64,1.76,葱油娃娃菜,28.8,3.2,1.28,1.28,0.64,indent_details_1,1.1264,0.0035999999999998256,False,2022-09-02 11:32:27,3,4.66,1,,,,,0,0,无,381.05,62.65,11.66,9.39,3.3,indent_1,2022-09-02,11,4,9,lunch
1050,206,26_47375044388720640,0.59,22,2.67,凉拌黑木耳/素烧鹅,26.4,3.3,1.32,0.88,1.1,indent_details_1,0.5873999999999999,0.0026000000000000467,False,2022-09-02 11:32:27,3,4.66,1,,,,,0,0,无,381.05,62.65,11.66,9.39,3.3,indent_1,2022-09-02,11,4,9,lunch
1051,206,26_47379061760200704,0.33,174,0.19,米饭,226.2,49.07,4.7,0.52,0.7,indent_details_1,0.3306,0.0005999999999999894,False,2022-09-02 11:32:27,3,4.66,1,,,,,0,0,无,381.05,62.65,11.66,9.39,3.3,indent_1,2022-09-02,11,4,9,lunch
1052,207,26_47373891743649792,1.86,31,6.0,酥鱼/红烧肉,139.5,4.65,6.2,9.3,0.62,indent_details_1,1.86,0.0,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1053,207,26_47373257908817920,0.54,9,6.0,椒盐虾,10.8,0.27,1.62,0.45,0.0,indent_details_1,0.54,0.0,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1054,207,26_47376474050793472,3.44,86,4.0,香菇鸭块/雪蘑菇肉片,275.2,10.32,24.08,15.48,2.58,indent_details_1,3.44,0.0,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1055,207,26_47376794684362752,2.3,47,4.9,韭黄肉丝小炒,103.4,4.7,7.05,5.64,0.94,indent_details_1,2.303,0.0030000000000001137,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1056,207,26_47377396340494336,0.68,36,1.89,三色绿豆芽,16.2,2.45,1.15,0.54,0.68,indent_details_1,0.6803999999999999,0.0003999999999998449,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1057,207,26_47374676875415552,1.71,65,2.63,木耳西兰花,22.1,2.6,1.95,0.0,1.3,indent_details_1,1.7094999999999998,0.000500000000000167,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1058,207,26_47375044388720640,1.52,57,2.67,凉拌黑木耳/素烧鹅,68.4,8.55,3.42,2.28,2.85,indent_details_1,1.5219,0.0019000000000000128,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1059,207,26_47379061760200704,0.4,210,0.19,米饭,273.0,59.22,5.67,0.63,0.84,indent_details_1,0.39899999999999997,0.0010000000000000564,False,2022-09-02 11:32:41,3,12.45,1,,,,,0,0,无,908.6,92.76,51.14,34.32,9.81,indent_1,2022-09-02,11,4,9,lunch
1060,208,26_47373891743649792,6.0,100,6.0,酥鱼/红烧肉,450.0,15.0,20.0,30.0,2.0,indent_details_1,6.0,0.0,False,2022-09-02 11:32:42,3,10.72,1,,,,,0,0,无,923.9,104.02,33.56,36.17,7.56,indent_1,2022-09-02,11,4,9,lunch
1061,208,26_47375739703660544,2.6,148,1.76,葱油娃娃菜,66.6,7.4,2.96,2.96,1.48,indent_details_1,2.6048,0.0047999999999999154,False,2022-09-02 11:32:42,3,10.72,1,,,,,0,0,无,923.9,104.02,33.56,36.17,7.56,indent_1,2022-09-02,11,4,9,lunch
1062,208,26_47375044388720640,1.63,61,2.67,凉拌黑木耳/素烧鹅,73.2,9.15,3.66,2.44,3.05,indent_details_1,1.6287,0.0012999999999998568,False,2022-09-02 11:32:42,3,10.72,1,,,,,0,0,无,923.9,104.02,33.56,36.17,7.56,indent_1,2022-09-02,11,4,9,lunch
1063,208,26_47379061760200704,0.49,257,0.19,米饭,334.1,72.47,6.94,0.77,1.03,indent_details_1,0.48829999999999996,0.0017000000000000348,False,2022-09-02 11:32:42,3,10.72,1,,,,,0,0,无,923.9,104.02,33.56,36.17,7.56,indent_1,2022-09-02,11,4,9,lunch
1064,209,26_47373891743649792,1.44,24,6.0,酥鱼/红烧肉,108.0,3.6,4.8,7.2,0.48,indent_details_1,1.44,0.0,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1065,209,26_47376474050793472,0.88,22,4.0,香菇鸭块/雪蘑菇肉片,70.4,2.64,6.16,3.96,0.66,indent_details_1,0.88,0.0,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1066,209,26_47377396340494336,0.87,46,1.89,三色绿豆芽,20.7,3.13,1.47,0.69,0.87,indent_details_1,0.8694,0.0006000000000000449,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1067,209,26_47375739703660544,0.95,54,1.76,葱油娃娃菜,24.3,2.7,1.08,1.08,0.54,indent_details_1,0.9504,0.00040000000000006697,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1068,209,26_47372471472623616,0.84,52,1.62,肉末茄子,62.4,4.16,3.12,3.64,1.04,indent_details_1,0.8424,0.0024000000000000687,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1069,209,26_47379061760200704,0.26,137,0.19,米饭,178.1,38.63,3.7,0.41,0.55,indent_details_1,0.26030000000000003,0.00030000000000002247,False,2022-09-02 11:33:01,3,5.24,1,,,,,0,0,无,463.9,54.86,20.33,16.98,4.14,indent_1,2022-09-02,11,4,9,lunch
1070,210,26_47373891743649792,3.06,51,6.0,酥鱼/红烧肉,229.5,7.65,10.2,15.3,1.02,indent_details_1,3.06,0.0,False,2022-09-02 11:33:10,3,9.92,1,,,,,0,0,无,997.6,106.76,47.77,38.96,7.28,indent_1,2022-09-02,11,4,9,lunch
1071,210,26_47376474050793472,3.28,82,4.0,香菇鸭块/雪蘑菇肉片,262.4,9.84,22.96,14.76,2.46,indent_details_1,3.28,0.0,False,2022-09-02 11:33:10,3,9.92,1,,,,,0,0,无,997.6,106.76,47.77,38.96,7.28,indent_1,2022-09-02,11,4,9,lunch
1072,210,26_47375739703660544,1.62,92,1.76,葱油娃娃菜,41.4,4.6,1.84,1.84,0.92,indent_details_1,1.6192,0.0008000000000001339,False,2022-09-02 11:33:10,3,9.92,1,,,,,0,0,无,997.6,106.76,47.77,38.96,7.28,indent_1,2022-09-02,11,4,9,lunch
1073,210,26_47372471472623616,1.44,89,1.62,肉末茄子,106.8,7.12,5.34,6.23,1.78,indent_details_1,1.4418,0.0018000000000000238,False,2022-09-02 11:33:10,3,9.92,1,,,,,0,0,无,997.6,106.76,47.77,38.96,7.28,indent_1,2022-09-02,11,4,9,lunch
1074,210,26_47379061760200704,0.52,275,0.19,米饭,357.5,77.55,7.43,0.82,1.1,indent_details_1,0.5225,0.0024999999999999467,False,2022-09-02 11:33:10,3,9.92,1,,,,,0,0,无,997.6,106.76,47.77,38.96,7.28,indent_1,2022-09-02,11,4,9,lunch
1075,211,26_47392490109669376,3.42,57,6.0,小酥肉,142.5,8.55,5.7,10.26,0.57,indent_details_1,3.42,0.0,False,2022-09-02 11:33:20,3,9.11,1,,,,,0,0,无,531.44,69.83,19.6,18.97,5.52,indent_1,2022-09-02,11,4,9,lunch
1076,211,26_47375739703660544,2.18,124,1.76,葱油娃娃菜,55.8,6.2,2.48,2.48,1.24,indent_details_1,2.1824,0.0023999999999997357,False,2022-09-02 11:33:20,3,9.11,1,,,,,0,0,无,531.44,69.83,19.6,18.97,5.52,indent_1,2022-09-02,11,4,9,lunch
1077,211,26_47374676875415552,1.87,71,2.63,木耳西兰花,24.14,2.84,2.13,0.0,1.42,indent_details_1,1.8673,0.0027000000000001467,False,2022-09-02 11:33:20,3,9.11,1,,,,,0,0,无,531.44,69.83,19.6,18.97,5.52,indent_1,2022-09-02,11,4,9,lunch
1078,211,26_47372471472623616,1.33,82,1.62,肉末茄子,98.4,6.56,4.92,5.74,1.64,indent_details_1,1.3284,0.0016000000000000458,False,2022-09-02 11:33:20,3,9.11,1,,,,,0,0,无,531.44,69.83,19.6,18.97,5.52,indent_1,2022-09-02,11,4,9,lunch
1079,211,26_47379061760200704,0.31,162,0.19,米饭,210.6,45.68,4.37,0.49,0.65,indent_details_1,0.3078,0.0021999999999999797,False,2022-09-02 11:33:20,3,9.11,1,,,,,0,0,无,531.44,69.83,19.6,18.97,5.52,indent_1,2022-09-02,11,4,9,lunch
1080,212,26_47373891743649792,1.62,27,6.0,酥鱼/红烧肉,121.5,4.05,5.4,8.1,0.54,indent_details_1,1.62,0.0,False,2022-09-02 11:33:20,3,7.91,1,,,,,0,0,无,751.1,76.43,37.7,30.09,5.62,indent_1,2022-09-02,11,4,9,lunch
1081,212,26_47376474050793472,2.04,51,4.0,香菇鸭块/雪蘑菇肉片,163.2,6.12,14.28,9.18,1.53,indent_details_1,2.04,0.0,False,2022-09-02 11:33:20,3,7.91,1,,,,,0,0,无,751.1,76.43,37.7,30.09,5.62,indent_1,2022-09-02,11,4,9,lunch
1082,212,26_47376794684362752,2.45,50,4.9,韭黄肉丝小炒,110.0,5.0,7.5,6.0,1.0,indent_details_1,2.45,0.0,False,2022-09-02 11:33:20,3,7.91,1,,,,,0,0,无,751.1,76.43,37.7,30.09,5.62,indent_1,2022-09-02,11,4,9,lunch
1083,212,26_47372471472623616,1.44,89,1.62,肉末茄子,106.8,7.12,5.34,6.23,1.78,indent_details_1,1.4418,0.0018000000000000238,False,2022-09-02 11:33:20,3,7.91,1,,,,,0,0,无,751.1,76.43,37.7,30.09,5.62,indent_1,2022-09-02,11,4,9,lunch
1084,212,26_47379061760200704,0.36,192,0.19,米饭,249.6,54.14,5.18,0.58,0.77,indent_details_1,0.3648,0.0048000000000000265,False,2022-09-02 11:33:20,3,7.91,1,,,,,0,0,无,751.1,76.43,37.7,30.09,5.62,indent_1,2022-09-02,11,4,9,lunch
1085,213,26_47373891743649792,4.56,76,6.0,酥鱼/红烧肉,342.0,11.4,15.2,22.8,1.52,indent_details_1,4.56,0.0,False,2022-09-02 11:33:31,3,9.22,1,,,,,0,0,无,773.65,65.68,37.99,36.16,5.03,indent_1,2022-09-02,11,4,9,lunch
1086,213,26_47376474050793472,2.36,59,4.0,香菇鸭块/雪蘑菇肉片,188.8,7.08,16.52,10.62,1.77,indent_details_1,2.36,0.0,False,2022-09-02 11:33:31,3,9.22,1,,,,,0,0,无,773.65,65.68,37.99,36.16,5.03,indent_1,2022-09-02,11,4,9,lunch
1087,213,26_47375739703660544,2.02,115,1.76,葱油娃娃菜,51.75,5.75,2.3,2.3,1.15,indent_details_1,2.024,0.0040000000000000036,False,2022-09-02 11:33:31,3,9.22,1,,,,,0,0,无,773.65,65.68,37.99,36.16,5.03,indent_1,2022-09-02,11,4,9,lunch
1088,213,26_47379061760200704,0.28,147,0.19,米饭,191.1,41.45,3.97,0.44,0.59,indent_details_1,0.2793,0.0007000000000000339,False,2022-09-02 11:33:31,3,9.22,1,,,,,0,0,无,773.65,65.68,37.99,36.16,5.03,indent_1,2022-09-02,11,4,9,lunch
1089,214,26_47373891743649792,2.16,36,6.0,酥鱼/红烧肉,162.0,5.4,7.2,10.8,0.72,indent_details_1,2.16,0.0,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1090,214,26_47376474050793472,2.0,50,4.0,香菇鸭块/雪蘑菇肉片,160.0,6.0,14.0,9.0,1.5,indent_details_1,2.0,0.0,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1091,214,26_47376794684362752,2.89,59,4.9,韭黄肉丝小炒,129.8,5.9,8.85,7.08,1.18,indent_details_1,2.891,0.0009999999999998899,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1092,214,26_47374676875415552,0.92,35,2.63,木耳西兰花,11.9,1.4,1.05,0.0,0.7,indent_details_1,0.9205,0.0004999999999999449,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1093,214,26_47372471472623616,0.79,49,1.62,肉末茄子,58.8,3.92,2.94,3.43,0.98,indent_details_1,0.7938000000000001,0.0038000000000000256,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1094,214,26_47379061760200704,0.53,280,0.19,米饭,364.0,78.96,7.56,0.84,1.12,indent_details_1,0.532,0.0020000000000000018,False,2022-09-02 11:33:44,3,9.29,1,,,,,0,0,无,886.5,101.58,41.6,31.15,6.2,indent_1,2022-09-02,11,4,9,lunch
1095,215,26_47373891743649792,2.7,45,6.0,酥鱼/红烧肉,202.5,6.75,9.0,13.5,0.9,indent_details_1,2.7,0.0,False,2022-09-02 11:33:44,3,6.18,1,,,,,0,0,无,625.5,52.0,35.08,28.46,3.83,indent_1,2022-09-02,11,4,9,lunch
1096,215,26_47376474050793472,3.24,81,4.0,香菇鸭块/雪蘑菇肉片,259.2,9.72,22.68,14.58,2.43,indent_details_1,3.24,0.0,False,2022-09-02 11:33:44,3,6.18,1,,,,,0,0,无,625.5,52.0,35.08,28.46,3.83,indent_1,2022-09-02,11,4,9,lunch
1097,215,26_47379061760200704,0.24,126,0.19,米饭,163.8,35.53,3.4,0.38,0.5,indent_details_1,0.2394,0.0005999999999999894,False,2022-09-02 11:33:44,3,6.18,1,,,,,0,0,无,625.5,52.0,35.08,28.46,3.83,indent_1,2022-09-02,11,4,9,lunch
1098,216,26_47376474050793472,1.88,47,4.0,香菇鸭块/雪蘑菇肉片,150.4,5.64,13.16,8.46,1.41,indent_details_1,1.88,0.0,False,2022-09-02 11:34:02,3,5.27,1,,,,,0,0,无,554.08,63.2,29.23,19.81,5.03,indent_1,2022-09-02,11,4,9,lunch
1099,216,26_47375420961722368,1.43,93,1.54,西红柿炒鸡蛋,70.68,3.72,5.58,3.72,0.93,indent_details_1,1.4322,0.0021999999999999797,False,2022-09-02 11:34:02,3,5.27,1,,,,,0,0,无,554.08,63.2,29.23,19.81,5.03,indent_1,2022-09-02,11,4,9,lunch
1100,216,26_47372471472623616,1.65,102,1.62,肉末茄子,122.4,8.16,6.12,7.14,2.04,indent_details_1,1.6524,0.0024000000000001798,False,2022-09-02 11:34:02,3,5.27,1,,,,,0,0,无,554.08,63.2,29.23,19.81,5.03,indent_1,2022-09-02,11,4,9,lunch
1101,216,26_47379061760200704,0.31,162,0.19,米饭,210.6,45.68,4.37,0.49,0.65,indent_details_1,0.3078,0.0021999999999999797,False,2022-09-02 11:34:02,3,5.27,1,,,,,0,0,无,554.08,63.2,29.23,19.81,5.03,indent_1,2022-09-02,11,4,9,lunch
1102,217,26_47373891743649792,3.66,61,6.0,酥鱼/红烧肉,274.5,9.15,12.2,18.3,1.22,indent_details_1,3.66,0.0,False,2022-09-02 11:34:02,3,10.38,1,,,,,0,0,无,697.52,60.76,33.96,31.96,5.59,indent_1,2022-09-02,11,4,9,lunch
1103,217,26_47376794684362752,3.87,79,4.9,韭黄肉丝小炒,173.8,7.9,11.85,9.48,1.58,indent_details_1,3.8710000000000004,0.001000000000000334,False,2022-09-02 11:34:02,3,10.38,1,,,,,0,0,无,697.52,60.76,33.96,31.96,5.59,indent_1,2022-09-02,11,4,9,lunch
1104,217,26_47377396340494336,1.66,88,1.89,三色绿豆芽,39.6,5.98,2.82,1.32,1.67,indent_details_1,1.6632,0.0032000000000000917,False,2022-09-02 11:34:02,3,10.38,1,,,,,0,0,无,697.52,60.76,33.96,31.96,5.59,indent_1,2022-09-02,11,4,9,lunch
1105,217,26_47375420961722368,0.95,62,1.54,西红柿炒鸡蛋,47.12,2.48,3.72,2.48,0.62,indent_details_1,0.9548000000000001,0.0048000000000001375,False,2022-09-02 11:34:02,3,10.38,1,,,,,0,0,无,697.52,60.76,33.96,31.96,5.59,indent_1,2022-09-02,11,4,9,lunch
1106,217,26_47379061760200704,0.24,125,0.19,米饭,162.5,35.25,3.38,0.38,0.5,indent_details_1,0.2375,0.0025000000000000022,False,2022-09-02 11:34:02,3,10.38,1,,,,,0,0,无,697.52,60.76,33.96,31.96,5.59,indent_1,2022-09-02,11,4,9,lunch
1107,218,26_47376794684362752,2.89,59,4.9,韭黄肉丝小炒,129.8,5.9,8.85,7.08,1.18,indent_details_1,2.891,0.0009999999999998899,False,2022-09-02 11:34:16,3,5.34,1,,,,,0,0,无,353.7,49.36,15.27,9.71,3.27,indent_1,2022-09-02,11,4,9,lunch
1108,218,26_47377396340494336,0.74,39,1.89,三色绿豆芽,17.55,2.65,1.25,0.58,0.74,indent_details_1,0.7371,0.0029000000000000137,False,2022-09-02 11:34:16,3,5.34,1,,,,,0,0,无,353.7,49.36,15.27,9.71,3.27,indent_1,2022-09-02,11,4,9,lunch
1109,218,26_47375739703660544,1.46,83,1.76,葱油娃娃菜,37.35,4.15,1.66,1.66,0.83,indent_details_1,1.4608,0.0008000000000001339,False,2022-09-02 11:34:16,3,5.34,1,,,,,0,0,无,353.7,49.36,15.27,9.71,3.27,indent_1,2022-09-02,11,4,9,lunch
1110,218,26_47379061760200704,0.25,130,0.19,米饭,169.0,36.66,3.51,0.39,0.52,indent_details_1,0.247,0.0030000000000000027,False,2022-09-02 11:34:16,3,5.34,1,,,,,0,0,无,353.7,49.36,15.27,9.71,3.27,indent_1,2022-09-02,11,4,9,lunch
1111,219,26_47373891743649792,2.04,34,6.0,酥鱼/红烧肉,153.0,5.1,6.8,10.2,0.68,indent_details_1,2.04,0.0,False,2022-09-02 11:34:19,3,7.97,1,,,,,0,0,无,753.7,101.15,29.11,22.3,7.04,indent_1,2022-09-02,11,4,9,lunch
1112,219,26_47376794684362752,3.33,68,4.9,韭黄肉丝小炒,149.6,6.8,10.2,8.16,1.36,indent_details_1,3.3320000000000003,0.002000000000000224,False,2022-09-02 11:34:19,3,7.97,1,,,,,0,0,无,753.7,101.15,29.11,22.3,7.04,indent_1,2022-09-02,11,4,9,lunch
1113,219,26_47375044388720640,2.08,78,2.67,凉拌黑木耳/素烧鹅,93.6,11.7,4.68,3.12,3.9,indent_details_1,2.0826,0.0025999999999997137,False,2022-09-02 11:34:19,3,7.97,1,,,,,0,0,无,753.7,101.15,29.11,22.3,7.04,indent_1,2022-09-02,11,4,9,lunch
1114,219,26_47379061760200704,0.52,275,0.19,米饭,357.5,77.55,7.43,0.82,1.1,indent_details_1,0.5225,0.0024999999999999467,False,2022-09-02 11:34:19,3,7.97,1,,,,,0,0,无,753.7,101.15,29.11,22.3,7.04,indent_1,2022-09-02,11,4,9,lunch
1115,220,26_47373891743649792,2.82,47,6.0,酥鱼/红烧肉,211.5,7.05,9.4,14.1,0.94,indent_details_1,2.82,0.0,False,2022-09-02 11:34:31,3,6.26,1,,,,,0,0,无,588.39,74.05,23.44,19.89,4.29,indent_1,2022-09-02,11,4,9,lunch
