价位,套餐名称,方法,菜品组合,菜品数量,总价格/元,热量/kcal,碳水/g,蛋白质/g,脂肪/g,膳食纤维/g,偏好得分,预计利润/元,营养均衡得分,价格偏差/元,综合评分,是否放宽价格
10,10元经济应急套餐,NSGA-II,大排、葱油娃娃菜、油麦菜,3,10.05,310.0,12.101,23.4,17.4,2.2,0.772499,3.518,0.6382,0.05,0.7323,否
10,10元经济应急套餐,NSGA-II,大排、酸辣土豆丝、木耳西兰花,3,9.898,361.0,26.0,25.0,15.101,3.8,0.728533,3.464,0.7975,0.102,0.7302,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、木耳娃娃菜/黄豆芽,3,9.963,490.0,68.0,21.0,16.0,9.0,0.460246,3.487,0.9437,0.037,0.7287,否
10,10元经济应急套餐,NSGA-II,家常豆腐、春卷、木耳西兰花,3,10.205,400.0,38.3,23.2,16.1,4.6,0.712227,3.572,0.8906,0.205,0.7217,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、木耳花菜,3,10.071,467.0,40.0,32.0,21.0,8.0,0.560869,3.525,0.8544,0.071,0.7209,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、木耳花菜,3,9.919,397.0,55.0,15.0,13.0,6.0,0.539526,3.472,0.927,0.081,0.7206,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、油麦菜,3,10.104,455.0,37.101,31.4,21.4,7.2,0.610647,3.536,0.846,0.104,0.7194,否
10,10元经济应急套餐,NSGA-II,春卷、土豆丝/小青菜、宫保鸡丁,3,10.066,536.0,54.8,23.5,24.2,5.4,0.530075,3.523,0.8737,0.066,0.719,否
10,10元经济应急套餐,NSGA-II,春卷、豆芽/木耳青菜、糖醋里脊,3,10.101,580.0,62.0,29.0,22.0,7.0,0.543775,3.535,0.9027,0.101,0.7165,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、虎皮尖椒/西葫芦炒蛋,3,10.046,650.0,62.0,28.0,31.0,7.0,0.561223,3.516,0.8033,0.046,0.7139,否
10,10元经济应急套餐,NSGA-II,大排、木耳娃娃菜、油麦菜,3,9.956,290.0,11.101,22.4,15.4,2.2,0.742934,3.484,0.6314,0.044,0.7112,否
10,10元经济应急套餐,NSGA-II,家常豆腐、木耳娃娃菜、花椒排骨,3,9.936,461.0,13.3,38.2,28.1,2.6,0.760813,3.478,0.6439,0.064,0.7088,否
10,10元经济应急套餐,NSGA-II,大排、木耳西兰花、包菜油付/绿豆芽,3,10.042,404.0,19.301,28.2,22.5,5.8,0.634509,3.515,0.7099,0.042,0.7084,否
10,10元经济应急套餐,NSGA-II,家常豆腐、春卷、素烧鹅,3,9.841,516.0,54.3,25.2,22.1,4.6,0.670506,3.444,0.9082,0.159,0.7069,否
10,10元经济应急套餐,NSGA-II,木耳娃娃菜、花椒排骨、素烧鹅,3,10.031,495.0,29.0,31.0,28.0,4.0,0.571923,3.511,0.7487,0.031,0.7045,否
10,10元经济应急套餐,NSGA-II,春卷、芹菜香干、木耳西兰花,3,10.169,382.0,42.0,17.0,15.0,6.0,0.585584,3.559,0.9181,0.169,0.7,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、油麦菜、西葫芦炒鸡蛋/肉末茄,3,10.011,615.0,37.101,44.4,33.4,8.2,0.577471,3.504,0.7026,0.011,0.6986,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、木耳娃娃菜,3,10.18,391.0,13.3,33.2,21.1,1.6,0.881882,3.563,0.6309,0.18,0.6986,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、豆芽/木耳青菜、宫保鸡丁,3,10.028,566.0,35.0,43.0,29.0,9.0,0.568979,3.51,0.7301,0.028,0.6965,否
10,10元经济应急套餐,NSGA-II,家常豆腐、花椒排骨、木耳花菜,3,10.044,463.0,14.3,39.2,28.1,3.6,0.663213,3.515,0.6498,0.044,0.6935,否
10,10元经济应急套餐,NSGA-II,家常豆腐、花椒排骨、油麦菜,3,10.076,451.0,11.4,38.6,28.5,2.8,0.712991,3.527,0.6319,0.076,0.6878,否
10,10元经济应急套餐,NSGA-II,豆芽/青菜、宫保鸡丁、长江豆肉丝/香菇肉丝,3,9.997,490.0,41.5,33.2,21.2,7.8,0.389107,3.499,0.8472,0.003,0.6829,否
10,10元经济应急套餐,NSGA-II,大排、素烧鹅、酸辣藕丝/木耳莴笋,3,10.127,520.0,43.6,29.5,24.2,7.8,0.540949,3.545,0.8448,0.127,0.6741,否
10,10元经济应急套餐,NSGA-II,家常豆腐、培红菜蘑菇毛豆肉丝、芹菜香干,3,9.862,534.0,27.3,43.2,29.1,6.6,0.754096,3.452,0.6996,0.138,0.6706,否
10,10元经济应急套餐,NSGA-II,家常豆腐、酱鸭、素烧鹅,3,10.109,533.0,27.3,35.2,32.1,2.6,0.650316,3.538,0.7004,0.109,0.6705,否
10,10元经济应急套餐,NSGA-II,家常豆腐、西葫芦炒鸡蛋/肉末茄、长江豆肉丝/香菇肉丝,3,10.067,676.0,49.3,48.2,33.1,8.6,0.552107,3.523,0.7282,0.067,0.6651,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、白菜千张丝,3,10.226,490.0,60.0,21.0,18.0,7.0,0.533347,3.579,0.9477,0.226,0.656,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、木耳娃娃菜/黄豆芽,3,10.115,560.0,53.0,38.0,24.0,11.0,0.481589,3.54,0.8411,0.115,0.6538,否
10,10元经济应急套餐,NSGA-II,春卷、白菜千张丝、虎皮青椒/茄子长豆,3,10.082,550.0,60.0,22.0,25.0,10.0,0.406258,3.529,0.863,0.082,0.6502,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、油麦菜、木耳西兰花,3,10.133,369.0,21.101,29.4,18.4,7.2,0.594623,3.547,0.7298,0.133,0.6441,否
10,10元经济应急套餐,NSGA-II,家常豆腐、木耳西兰花、长江豆肉丝/香菇肉丝,3,10.189,430.0,33.3,33.2,18.1,7.6,0.569259,3.566,0.825,0.189,0.6408,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、西葫芦炒鸡蛋/肉末茄、木耳娃娃菜/黄豆芽,3,10.023,720.0,53.0,51.0,36.0,12.0,0.448414,3.508,0.7103,0.023,0.6385,否
10,10元经济应急套餐,NSGA-II,豆芽/木耳青菜、糖醋里脊、长江豆肉丝/香菇肉丝,3,10.084,610.0,57.0,39.0,24.0,10.0,0.400807,3.529,0.8324,0.084,0.6336,否
10,10元经济应急套餐,NSGA-II,酸辣土豆丝、西红柿炒蛋/葱油芋艿、盐水虾/卤肉,3,10.009,717.0,52.0,42.0,38.101,7.8,0.409597,3.503,0.7133,0.009,0.6311,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、白菜千张丝、红烧茄子/椒盐土豆,3,10.035,760.0,60.0,39.0,41.0,12.0,0.429053,3.512,0.7199,0.035,0.6266,否
10,10元经济应急套餐,NSGA-II,大排、木耳娃娃菜、白菜千张丝,3,10.23,395.0,19.0,29.0,20.0,4.0,0.686977,3.58,0.7146,0.23,0.6195,否
10,10元经济应急套餐,NSGA-II,家常豆腐、培红菜蘑菇毛豆肉丝、虎皮青椒/茄子长豆,3,10.185,616.0,39.3,43.2,34.1,9.6,0.622505,3.565,0.7119,0.185,0.6171,否
10,10元经济应急套餐,NSGA-II,木耳西兰花、虎皮尖椒/西葫芦炒蛋、长江豆肉丝/香菇肉丝,3,10.059,594.0,41.0,36.0,30.0,10.0,0.40223,3.521,0.7573,0.059,0.6167,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、素烧鹅,3,10.27,520.0,70.0,18.0,19.0,6.0,0.539362,3.595,0.9059,0.27,0.6134,否
10,10元经济应急套餐,NSGA-II,家常豆腐、培红菜蘑菇毛豆肉丝、青椒水面筋,3,10.328,556.0,39.3,42.2,27.1,6.6,0.749594,3.615,0.7657,0.328,0.6096,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、豆芽/青菜、宫保鸡丁,3,10.166,530.0,31.5,40.2,27.2,6.8,0.553418,3.558,0.7373,0.166,0.6095,否
10,10元经济应急套餐,NSGA-II,大排、油麦菜、西红柿炒蛋/葱油芋艿,3,10.21,585.0,32.101,36.4,33.4,5.2,0.644054,3.573,0.7004,0.21,0.6067,否
10,10元经济应急套餐,NSGA-II,大排、酸辣藕丝/木耳莴笋、红烧茄子/椒盐土豆,3,10.12,690.0,58.6,30.5,36.2,10.8,0.473058,3.542,0.7476,0.12,0.6067,否
10,10元经济应急套餐,NSGA-II,大排、虎皮尖椒/西葫芦炒蛋、木耳花菜,3,10.158,557.0,22.0,37.0,33.0,5.0,0.617253,3.555,0.6535,0.158,0.6058,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、木耳花菜,3,10.288,393.0,14.3,34.2,21.1,2.6,0.784282,3.601,0.6593,0.288,0.6031,否
10,10元经济应急套餐,NSGA-II,春卷、木耳西兰花、素烧鹅,3,10.3,434.0,54.0,16.0,16.0,6.0,0.523337,3.605,0.9381,0.3,0.6025,否
10,10元经济应急套餐,NSGA-II,木耳花菜、素烧鹅、鸡排/茭白肉丝,3,10.064,497.0,37.0,35.0,24.0,6.0,0.321067,3.522,0.8068,0.064,0.5997,否
10,10元经济应急套餐,NSGA-II,家常豆腐、培红菜蘑菇毛豆肉丝、西葫芦炒鸡蛋/肉末茄,3,10.236,716.0,39.3,55.2,39.1,7.6,0.716418,3.583,0.6411,0.236,0.5969,否
10,10元经济应急套餐,NSGA-II,油麦菜、素烧鹅、鸡排/茭白肉丝,3,10.096,485.0,34.101,34.4,24.4,5.2,0.370845,3.534,0.7942,0.096,0.5963,否
10,10元经济应急套餐,NSGA-II,花椒排骨、油麦菜、白菜千张丝,3,10.126,455.0,17.101,34.4,27.4,5.2,0.518087,3.544,0.6809,0.126,0.5938,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、油麦菜,3,10.321,381.0,11.4,33.6,21.5,1.8,0.83406,3.612,0.6275,0.321,0.5914,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、虎皮尖椒/西葫芦炒蛋、虎皮青椒/茄子长豆,3,10.056,780.0,47.0,46.0,46.0,12.0,0.455477,3.519,0.6377,0.056,0.5902,否
10,10元经济应急套餐,NSGA-II,大排、葱油娃娃菜、素烧鹅,3,10.37,445.0,30.0,27.0,23.0,3.0,0.722557,3.629,0.8049,0.37,0.5899,否
10,10元经济应急套餐,NSGA-II,大排、木耳娃娃菜、红烧茄子/椒盐土豆,3,10.267,595.0,44.0,27.0,33.0,6.0,0.6251,3.594,0.7548,0.267,0.5873,否
10,10元经济应急套餐,NSGA-II,青椒水面筋、白菜千张丝、长江豆肉丝/香菇肉丝,3,10.209,520.0,55.0,31.0,20.0,10.0,0.390379,3.573,0.9036,0.209,0.5844,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、西红柿炒蛋/葱油芋艿、虎皮青椒/茄子长豆,3,10.074,820.0,60.0,46.0,46.0,13.0,0.432499,3.526,0.6688,0.074,0.5822,否
10,10元经济应急套餐,NSGA-II,家常豆腐、花椒排骨、虎皮尖椒/西葫芦炒蛋,3,10.171,716.0,21.3,52.2,46.1,4.6,0.68491,3.56,0.5452,0.171,0.5805,否
10,10元经济应急套餐,NSGA-II,春卷、土豆丝/小青菜、糖醋里脊,3,10.291,620.0,66.8,26.5,25.2,5.4,0.526213,3.602,0.864,0.291,0.5772,否
10,10元经济应急套餐,NSGA-II,大排、葱油娃娃菜、白菜千张丝,3,10.325,415.0,20.0,30.0,22.0,4.0,0.716542,3.614,0.719,0.325,0.5771,否
10,10元经济应急套餐,NSGA-II,家常豆腐、虎皮尖椒/西葫芦炒蛋、鸡排/茭白肉丝,3,10.097,716.0,28.3,55.2,42.1,5.6,0.531654,3.534,0.5844,0.097,0.5754,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、西红柿炒蛋/葱油芋艿,3,10.218,760.0,60.0,45.0,39.0,10.0,0.559588,3.576,0.7182,0.218,0.5727,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、西葫芦炒鸡蛋/肉末茄、虎皮尖椒/西葫芦炒蛋,3,10.106,880.0,47.0,58.0,51.0,10.0,0.54939,3.537,0.573,0.106,0.5727,否
10,10元经济应急套餐,NSGA-II,青椒水面筋、素烧鹅、长江豆肉丝/香菇肉丝,3,10.254,550.0,65.0,28.0,21.0,9.0,0.396393,3.589,0.9323,0.254,0.5724,否
10,10元经济应急套餐,NSGA-II,豆芽/木耳青菜、白菜千张丝、盐水虾/卤肉,3,10.093,520.0,32.0,39.0,27.0,9.0,0.35835,3.533,0.747,0.093,0.5722,否
10,10元经济应急套餐,NSGA-II,花椒排骨、青椒水面筋、酸辣藕丝/木耳莴笋,3,10.219,560.0,43.6,34.5,28.2,8.8,0.477626,3.576,0.7951,0.219,0.5697,否
10,10元经济应急套餐,NSGA-II,家常豆腐、培红菜蘑菇毛豆肉丝、木耳西兰花,3,10.358,470.0,23.3,40.2,24.1,6.6,0.73357,3.625,0.7229,0.358,0.5662,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、豆芽/木耳青菜、糖醋里脊,3,10.253,650.0,47.0,46.0,30.0,9.0,0.565118,3.589,0.745,0.253,0.5653,否
10,10元经济应急套餐,NSGA-II,西葫芦炒鸡蛋/肉末茄、白菜千张丝、长江豆肉丝/香菇肉丝,3,10.116,680.0,55.0,44.0,32.0,11.0,0.357203,3.541,0.7612,0.116,0.5641,否
10,10元经济应急套餐,NSGA-II,青椒水面筋、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,3,10.144,560.0,50.6,37.5,24.2,9.8,0.32437,3.55,0.833,0.144,0.564,否
10,10元经济应急套餐,NSGA-II,花椒排骨、虎皮尖椒/西葫芦炒蛋、西红柿炒蛋/葱油芋艿,3,10.061,920.0,42.0,55.0,58.0,8.0,0.494904,3.521,0.535,0.061,0.5599,否
10,10元经济应急套餐,NSGA-II,花椒排骨、木耳花菜、红烧茄子/椒盐土豆,3,10.131,667.0,45.0,33.0,40.0,8.0,0.406432,3.546,0.7058,0.131,0.5528,否
10,10元经济应急套餐,NSGA-II,大排、虎皮尖椒/西葫芦炒蛋、木耳娃娃菜/黄豆芽,3,10.202,650.0,35.0,43.0,36.0,8.0,0.537974,3.571,0.6715,0.202,0.5522,否
10,10元经济应急套餐,NSGA-II,花椒排骨、油麦菜、红烧茄子/椒盐土豆,3,10.163,655.0,42.101,32.4,40.4,7.2,0.45621,3.557,0.6964,0.163,0.5508,否
10,10元经济应急套餐,NSGA-II,西葫芦炒鸡蛋/肉末茄、素烧鹅、长江豆肉丝/香菇肉丝,3,10.161,710.0,65.0,41.0,33.0,10.0,0.363218,3.556,0.7855,0.161,0.5502,否
10,10元经济应急套餐,NSGA-II,油麦菜、鸡排/茭白肉丝、红烧茄子/椒盐土豆,3,10.089,655.0,49.101,35.4,36.4,8.2,0.302953,3.531,0.7433,0.089,0.5491,否
10,10元经济应急套餐,NSGA-II,木耳西兰花、白菜千张丝、长江豆肉丝/香菇肉丝,3,10.238,434.0,39.0,29.0,17.0,10.0,0.374354,3.583,0.8773,0.238,0.5482,否
10,10元经济应急套餐,NSGA-II,西葫芦炒鸡蛋/肉末茄、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,3,10.051,720.0,50.6,50.5,36.2,10.8,0.291194,3.518,0.701,0.051,0.5482,否
10,10元经济应急套餐,NSGA-II,油麦菜、木耳西兰花、香菇肉丝,3,10.241,199.0,16.101,16.4,7.4,5.2,0.511195,3.584,0.7397,0.241,0.5466,否
10,10元经济应急套餐,NSGA-II,白菜千张丝、鸡排/茭白肉丝、木耳娃娃菜/黄豆芽,3,10.063,560.0,40.0,44.0,26.0,10.0,0.235773,3.522,0.7669,0.063,0.5455,否
10,10元经济应急套餐,NSGA-II,木耳娃娃菜、鸡排/茭白肉丝、虎皮青椒/茄子长豆,3,10.148,525.0,36.0,35.0,28.0,8.0,0.349323,3.552,0.77,0.148,0.5451,否
10,10元经济应急套餐,NSGA-II,木耳娃娃菜、花椒排骨、虎皮青椒/茄子长豆,3,10.223,525.0,29.0,32.0,32.0,7.0,0.50258,3.578,0.7186,0.223,0.5449,否
10,10元经济应急套餐,NSGA-II,木耳娃娃菜、花椒排骨、青椒水面筋,3,10.366,465.0,29.0,31.0,25.0,4.0,0.629669,3.628,0.7749,0.366,0.5383,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、红烧茄子/椒盐土豆,3,10.263,690.0,85.0,19.0,31.0,9.0,0.47147,3.592,0.7902,0.263,0.538,否
10,10元经济应急套餐,NSGA-II,素烧鹅、鸡排/茭白肉丝、木耳娃娃菜/黄豆芽,3,10.108,590.0,50.0,41.0,27.0,9.0,0.241788,3.538,0.8003,0.108,0.5355,否
10,10元经济应急套餐,NSGA-II,木耳西兰花、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,3,10.174,474.0,34.6,35.5,21.2,9.8,0.308345,3.561,0.8127,0.174,0.5304,否
10,10元经济应急套餐,NSGA-II,花椒排骨、木耳西兰花、酸辣藕丝/木耳莴笋,3,10.248,474.0,27.6,32.5,25.2,8.8,0.461602,3.587,0.7583,0.248,0.5289,否
10,10元经济应急套餐,NSGA-II,春卷、木耳西兰花、红烧茄子/椒盐土豆,3,10.292,604.0,69.0,17.0,28.0,9.0,0.455446,3.602,0.8099,0.292,0.5217,否
10,10元经济应急套餐,NSGA-II,大排、油麦菜、素烧鹅,3,10.415,415.0,27.101,26.4,21.4,3.2,0.64517,3.645,0.7839,0.415,0.5194,否
10,10元经济应急套餐,NSGA-II,大排、木耳花菜、白菜千张丝,3,10.338,397.0,20.0,30.0,20.0,5.0,0.589377,3.618,0.7218,0.338,0.5148,否
10,10元经济应急套餐,NSGA-II,家常豆腐、酱鸭、虎皮青椒/茄子长豆,3,10.301,563.0,27.3,36.2,36.1,5.6,0.580972,3.605,0.6741,0.301,0.5125,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、白菜千张丝,3,10.378,560.0,45.0,38.0,26.0,9.0,0.55469,3.632,0.8041,0.378,0.5109,否
10,10元经济应急套餐,NSGA-II,土豆丝/小青菜、糖醋里脊、长江豆肉丝/香菇肉丝,3,10.274,650.0,61.8,36.5,27.2,8.4,0.383245,3.596,0.8292,0.274,0.5097,否
10,10元经济应急套餐,NSGA-II,大排、青椒水面筋、酸辣藕丝/木耳莴笋,3,10.463,490.0,43.6,29.5,21.2,7.8,0.598695,3.662,0.8698,0.463,0.5075,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、西红柿炒蛋/葱油芋艿,3,10.434,686.0,34.3,47.2,39.1,4.6,0.783001,3.652,0.6394,0.434,0.5053,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、虎皮尖椒/西葫芦炒蛋,3,10.416,646.0,21.3,47.2,39.1,3.6,0.805979,3.645,0.5894,0.416,0.5051,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、青椒水面筋、素烧鹅,3,10.423,590.0,55.0,35.0,27.0,8.0,0.560705,3.648,0.8356,0.423,0.5001,否
10,10元经济应急套餐,NSGA-II,酱鸭、豆芽/青菜、宫保鸡丁,3,10.282,477.0,19.5,33.2,29.2,2.8,0.511884,3.599,0.6852,0.282,0.4987,否
10,10元经济应急套餐,NSGA-II,家常豆腐、花椒排骨、白菜千张丝,3,10.351,556.0,19.3,45.2,33.1,4.6,0.657034,3.623,0.6288,0.351,0.4962,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、西葫芦炒鸡蛋/肉末茄、白菜千张丝,3,10.285,720.0,45.0,51.0,38.0,10.0,0.521514,3.6,0.6717,0.285,0.4949,否
10,10元经济应急套餐,NSGA-II,家常豆腐、酱鸭、西葫芦炒鸡蛋/肉末茄,3,10.352,663.0,27.3,48.2,41.1,3.6,0.674885,3.623,0.6088,0.352,0.4947,否
10,10元经济应急套餐,NSGA-II,家常豆腐、花椒排骨、素烧鹅,3,10.396,586.0,29.3,42.2,34.1,3.6,0.663049,3.638,0.6748,0.396,0.4917,否
10,10元经济应急套餐,NSGA-II,酱鸭、素烧鹅、红烧茄子/椒盐土豆,3,10.196,737.0,58.0,29.0,44.0,7.0,0.393534,3.569,0.6642,0.196,0.4898,否
10,10元经济应急套餐,NSGA-II,青椒水面筋、长江豆肉丝/香菇肉丝、红烧茄子/椒盐土豆,3,10.246,720.0,80.0,29.0,33.0,12.0,0.328502,3.586,0.7959,0.246,0.4881,否
10,10元经济应急套餐,NSGA-II,西葫芦炒鸡蛋/肉末茄、长江豆肉丝/香菇肉丝、红烧茄子/椒盐土豆,3,10.154,880.0,80.0,42.0,45.0,13.0,0.295326,3.554,0.6997,0.154,0.4878,否
10,10元经济应急套餐,NSGA-II,豆芽/青菜、白菜千张丝、盐水虾/卤肉,3,10.231,484.0,28.5,36.2,25.2,6.8,0.342788,3.581,0.7533,0.231,0.4849,否
10,10元经济应急套餐,NSGA-II,大排、木耳花菜、红烧茄子/椒盐土豆,3,10.375,597.0,45.0,28.0,33.0,7.0,0.5275,3.631,0.7628,0.375,0.4829,否
10,10元经济应急套餐,NSGA-II,大排、虎皮尖椒/西葫芦炒蛋、西红柿炒蛋/葱油芋艿,3,10.305,850.0,42.0,50.0,51.0,7.0,0.615973,3.607,0.5737,0.305,0.4821,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、豆芽/青菜、糖醋里脊,3,10.391,614.0,43.5,43.2,28.2,6.8,0.549556,3.637,0.7562,0.391,0.4801,否
10,10元经济应急套餐,NSGA-II,花椒排骨、虎皮尖椒/西葫芦炒蛋、白菜千张丝,3,10.221,720.0,27.0,48.0,45.0,7.0,0.490005,3.577,0.5762,0.221,0.4786,否
10,10元经济应急套餐,NSGA-II,大排、酱鸭,2,10.106,517.0,8.0,38.0,35.0,0.0,0.515525,3.537,0.3887,0.106,0.4778,否
10,10元经济应急套餐,NSGA-II,花椒排骨、西红柿炒蛋/葱油芋艿、白菜千张丝,3,10.24,760.0,40.0,48.0,45.0,8.0,0.467028,3.584,0.6182,0.24,0.4754,否
10,10元经济应急套餐,NSGA-II,酱鸭、西葫芦炒鸡蛋/肉末茄、虎皮尖椒/西葫芦炒蛋,3,10.222,827.0,35.0,51.0,53.0,6.0,0.507856,3.578,0.5502,0.222,0.4746,否
10,10元经济应急套餐,NSGA-II,虎皮尖椒/西葫芦炒蛋、白菜千张丝、鸡排/茭白肉丝,3,10.147,720.0,34.0,51.0,41.0,8.0,0.336749,3.551,0.6154,0.147,0.4736,否
10,10元经济应急套餐,NSGA-II,木耳西兰花、长江豆肉丝/香菇肉丝、红烧茄子/椒盐土豆,3,10.276,634.0,64.0,27.0,30.0,12.0,0.312477,3.596,0.8184,0.276,0.473,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、木耳西兰花、白菜千张丝,3,10.408,474.0,29.0,36.0,23.0,9.0,0.538665,3.643,0.7712,0.408,0.4718,否
10,10元经济应急套餐,NSGA-II,花椒排骨、虎皮尖椒/西葫芦炒蛋、素烧鹅,3,10.266,750.0,37.0,45.0,46.0,6.0,0.49602,3.593,0.61,0.266,0.4688,否
10,10元经济应急套餐,NSGA-II,虎皮尖椒/西葫芦炒蛋、盐水虾/卤肉、土豆片,3,10.034,1147.0,75.0,47.0,73.0,10.0,0.224544,3.512,0.5607,0.034,0.4688,否
10,10元经济应急套餐,NSGA-II,酱鸭、土豆丝/小青菜、宫保鸡丁,3,10.334,553.0,27.8,33.5,34.2,3.4,0.509884,3.617,0.6904,0.334,0.4685,否
10,10元经济应急套餐,NSGA-II,培红菜蘑菇毛豆肉丝、木耳西兰花、素烧鹅,3,10.452,504.0,39.0,33.0,24.0,8.0,0.54468,3.658,0.8195,0.452,0.4683,否
10,10元经济应急套餐,NSGA-II,虎皮尖椒/西葫芦炒蛋、素烧鹅、鸡排/茭白肉丝,3,10.191,750.0,44.0,48.0,42.0,7.0,0.342764,3.567,0.647,0.191,0.4628,否
10,10元经济应急套餐,NSGA-II,大排、家常豆腐、土豆丝/小青菜,3,9.552,486.0,26.1,35.7,26.299,3.0,0.811792,3.343,0.7333,0.448,0.4608,否
10,10元经济应急套餐,NSGA-II,花椒排骨、鸡排/茭白肉丝,2,10.074,640.0,17.0,53.0,40.0,3.0,0.253933,3.526,0.5625,0.074,0.458,否
10,10元经济应急套餐,NSGA-II,西红柿炒蛋/葱油芋艿、盐水虾/卤肉、土豆片,3,10.053,1187.0,88.0,47.0,73.0,11.0,0.201567,3.519,0.5828,0.053,0.4569,否
10,10元经济应急套餐,NSGA-II,春卷、青椒水面筋、虎皮青椒/茄子长豆,3,10.463,550.0,70.0,19.0,23.0,9.0,0.470018,3.662,0.8822,0.463,0.4566,否
