日期,星期,菜品名称,备菜单位_100g,备菜重量kg,历史均价_元每100g,预计销售额,预计利润,消费偏好权重,热量供给,碳水供给,蛋白质供给,脂肪供给,膳食纤维供给
2025-05-06,星期二,西葫芦炒鸡蛋/肉末茄,2,0.2,2.951,5.901,2.065,0.013,560.0,40.0,36.0,30.0,6.0
2025-05-06,星期二,素烧鹅,2,0.2,2.708,5.415,1.895,0.011,300.0,40.0,10.0,12.0,4.0
2025-05-06,星期二,白菜千张丝,2,0.2,2.663,5.326,1.864,0.01,240.0,20.0,16.0,10.0,6.0
2025-05-06,星期二,芹菜香干,2,0.2,2.577,5.154,1.804,0.018,196.0,16.0,12.0,10.0,4.0
2025-05-06,星期二,葱油娃娃菜,2,0.2,2.343,4.686,1.64,0.027,90.0,10.0,4.0,4.0,2.0
2025-05-07,星期三,牛肉,229,22.9,16.573,3795.263,1328.342,0.012,57250.0,458.0,5954.0,3664.0,0.0
2025-05-07,星期三,扎肉,229,22.9,7.642,1750.106,612.537,0.026,57250.0,1145.0,3435.0,4122.0,229.0
2025-05-07,星期三,培红菜蘑菇毛豆肉丝,229,22.9,4.672,1069.886,374.46,0.022,73280.0,3435.0,5725.0,4122.0,916.0
2025-05-07,星期三,付皮包,229,22.9,3.561,815.556,285.445,0.023,57250.0,8015.0,2290.0,1832.0,458.0
2025-05-07,星期三,米饭,229,22.9,0.215,49.153,17.204,0.578,29770.0,6457.802,618.336,68.679,91.6
2025-05-07,星期三,盐水虾,193,19.3,6.986,1348.371,471.93,0.04,19107.0,0.0,4632.0,57.863,0.0
2025-05-07,星期三,春卷,36,3.6,4.52,162.703,56.946,0.019,9000.0,1080.0,288.0,360.0,72.0
2025-05-07,星期三,番茄炒蛋/红烧萝卜,32,3.2,1.953,62.511,21.879,0.032,10240.0,800.0,480.0,576.0,128.0
2025-05-07,星期三,葱油扇贝,2,0.2,7.226,14.452,5.058,0.013,300.0,10.0,40.0,12.0,0.0
2025-05-07,星期三,椒盐带鱼,2,0.2,6.426,12.852,4.498,0.012,300.0,10.0,36.0,14.0,0.0
2025-05-07,星期三,韭黄肉丝小炒,2,0.2,4.847,9.694,3.393,0.012,440.0,20.0,30.0,24.0,4.0
2025-05-07,星期三,香菇肉丝,2,0.2,4.78,9.56,3.346,0.012,300.0,20.0,24.0,14.0,4.0
2025-05-07,星期三,青瓜付竹肉片,2,0.2,4.634,9.268,3.244,0.013,360.0,30.0,24.0,16.0,6.0
2025-05-07,星期三,茭白肉丝小炒,2,0.2,4.444,8.889,3.111,0.034,360.0,30.0,24.0,16.0,6.0
2025-05-07,星期三,糖醋里脊,2,0.2,4.151,8.301,2.905,0.013,500.0,40.0,30.0,20.0,2.0
2025-05-07,星期三,西葫芦炒鸡蛋/肉末茄,2,0.2,2.951,5.901,2.065,0.013,560.0,40.0,36.0,30.0,6.0
2025-05-07,星期三,素烧鹅,2,0.2,2.708,5.415,1.895,0.011,300.0,40.0,10.0,12.0,4.0
2025-05-07,星期三,白菜千张丝,2,0.2,2.663,5.326,1.864,0.01,240.0,20.0,16.0,10.0,6.0
2025-05-07,星期三,芹菜香干,2,0.2,2.577,5.154,1.804,0.018,196.0,16.0,12.0,10.0,4.0
2025-05-07,星期三,葱油娃娃菜,2,0.2,2.343,4.686,1.64,0.027,90.0,10.0,4.0,4.0,2.0
2025-05-08,星期四,牛肉,225,22.5,16.573,3728.97,1305.14,0.012,56250.0,450.0,5850.0,3600.0,0.0
2025-05-08,星期四,扎肉,225,22.5,7.642,1719.537,601.838,0.026,56250.0,1125.0,3375.0,4050.0,225.0
2025-05-08,星期四,培红菜蘑菇毛豆肉丝,225,22.5,4.672,1051.198,367.919,0.022,72000.0,3375.0,5625.0,4050.0,900.0
2025-05-08,星期四,付皮包,225,22.5,3.561,801.311,280.459,0.023,56250.0,7875.0,2250.0,1800.0,450.0
2025-05-08,星期四,米饭,225,22.5,0.215,48.294,16.903,0.578,29250.0,6345.002,607.535,67.479,90.0
2025-05-08,星期四,盐水虾,166,16.6,6.986,1159.739,405.909,0.04,16434.0,0.0,3984.0,49.769,0.0
2025-05-08,星期四,番茄炒蛋/红烧萝卜,44,4.4,1.953,85.952,30.083,0.032,14080.0,1100.0,660.0,792.0,176.0
2025-05-08,星期四,春卷,42,4.2,4.52,189.82,66.437,0.019,10500.0,1260.0,336.0,420.0,84.0
2025-05-08,星期四,葱油扇贝,2,0.2,7.226,14.452,5.058,0.013,300.0,10.0,40.0,12.0,0.0
2025-05-08,星期四,椒盐带鱼,2,0.2,6.426,12.852,4.498,0.012,300.0,10.0,36.0,14.0,0.0
2025-05-08,星期四,韭黄肉丝小炒,2,0.2,4.847,9.694,3.393,0.012,440.0,20.0,30.0,24.0,4.0
2025-05-08,星期四,香菇肉丝,2,0.2,4.78,9.56,3.346,0.012,300.0,20.0,24.0,14.0,4.0
2025-05-08,星期四,青瓜付竹肉片,2,0.2,4.634,9.268,3.244,0.013,360.0,30.0,24.0,16.0,6.0
2025-05-08,星期四,茭白肉丝小炒,2,0.2,4.444,8.889,3.111,0.034,360.0,30.0,24.0,16.0,6.0
2025-05-08,星期四,糖醋里脊,2,0.2,4.151,8.301,2.905,0.013,500.0,40.0,30.0,20.0,2.0
2025-05-08,星期四,西葫芦炒鸡蛋/肉末茄,2,0.2,2.951,5.901,2.065,0.013,560.0,40.0,36.0,30.0,6.0
2025-05-08,星期四,素烧鹅,2,0.2,2.708,5.415,1.895,0.011,300.0,40.0,10.0,12.0,4.0
2025-05-08,星期四,白菜千张丝,2,0.2,2.663,5.326,1.864,0.01,240.0,20.0,16.0,10.0,6.0
2025-05-08,星期四,芹菜香干,2,0.2,2.577,5.154,1.804,0.018,196.0,16.0,12.0,10.0,4.0
2025-05-08,星期四,葱油娃娃菜,2,0.2,2.343,4.686,1.64,0.027,90.0,10.0,4.0,4.0,2.0
2025-05-09,星期五,牛肉,231,23.1,16.573,3828.41,1339.943,0.012,57750.0,462.0,6006.0,3696.0,0.0
2025-05-09,星期五,扎肉,231,23.1,7.642,1765.391,617.887,0.026,57750.0,1155.0,3465.0,4158.0,231.0
2025-05-09,星期五,培红菜蘑菇毛豆肉丝,231,23.1,4.672,1079.23,377.731,0.022,73920.0,3465.0,5775.0,4158.0,924.0
2025-05-09,星期五,米饭,231,23.1,0.215,49.582,17.354,0.578,30030.0,6514.202,623.736,69.279,92.4
2025-05-09,星期五,付皮包,212,21.2,3.561,755.013,264.254,0.023,53000.0,7420.0,2120.0,1696.0,424.0
2025-05-09,星期五,盐水虾,203,20.3,6.986,1418.235,496.382,0.04,20097.0,0.0,4872.0,60.862,0.0
2025-05-09,星期五,番茄炒蛋/红烧萝卜,51,5.1,1.953,99.627,34.869,0.032,16320.0,1275.0,765.0,918.0,204.0
2025-05-09,星期五,葱油芋头/红烧萝卜,26,2.6,2.301,59.818,20.936,0.021,4680.0,665.6,90.995,213.194,111.796
2025-05-09,星期五,葱油扇贝,2,0.2,7.226,14.452,5.058,0.013,300.0,10.0,40.0,12.0,0.0
2025-05-09,星期五,椒盐带鱼,2,0.2,6.426,12.852,4.498,0.012,300.0,10.0,36.0,14.0,0.0
2025-05-09,星期五,千张结烧肉,2,0.2,4.865,9.729,3.405,0.02,500.0,20.0,30.0,36.0,4.0
2025-05-09,星期五,韭黄肉丝小炒,2,0.2,4.847,9.694,3.393,0.012,440.0,20.0,30.0,24.0,4.0
2025-05-09,星期五,香菇肉丝,2,0.2,4.78,9.56,3.346,0.012,300.0,20.0,24.0,14.0,4.0
2025-05-09,星期五,青瓜付竹肉片,2,0.2,4.634,9.268,3.244,0.013,360.0,30.0,24.0,16.0,6.0
2025-05-09,星期五,春卷,2,0.2,4.52,9.039,3.164,0.019,500.0,60.0,16.0,20.0,4.0
2025-05-09,星期五,茭白肉丝小炒,2,0.2,4.444,8.889,3.111,0.034,360.0,30.0,24.0,16.0,6.0
2025-05-09,星期五,糖醋里脊,2,0.2,4.151,8.301,2.905,0.013,500.0,40.0,30.0,20.0,2.0
2025-05-09,星期五,西葫芦炒鸡蛋/肉末茄,2,0.2,2.951,5.901,2.065,0.013,560.0,40.0,36.0,30.0,6.0
2025-05-09,星期五,白菜千张丝,2,0.2,2.663,5.326,1.864,0.01,240.0,20.0,16.0,10.0,6.0
2025-05-09,星期五,芹菜香干,2,0.2,2.577,5.154,1.804,0.018,196.0,16.0,12.0,10.0,4.0
2025-05-09,星期五,葱油娃娃菜,2,0.2,2.343,4.686,1.64,0.027,90.0,10.0,4.0,4.0,2.0
2025-05-12,星期一,牛肉,233,23.3,16.573,3861.556,1351.545,0.012,58250.0,466.0,6058.0,3728.0,0.0
2025-05-12,星期一,扎肉,233,23.3,7.642,1780.676,623.237,0.026,58250.0,1165.0,3495.0,4194.0,233.0
2025-05-12,星期一,培红菜蘑菇毛豆肉丝,233,23.3,4.672,1088.574,381.001,0.022,74560.0,3495.0,5825.0,4194.0,932.0
2025-05-12,星期一,付皮包,233,23.3,3.561,829.802,290.431,0.023,58250.0,8155.0,2330.0,1864.0,466.0
2025-05-12,星期一,米饭,233,23.3,0.215,50.012,17.504,0.578,30290.0,6570.602,629.136,69.879,93.2
2025-05-12,星期一,盐水虾,105,10.5,6.986,733.57,256.749,0.04,10395.0,0.0,2520.0,31.48,0.0
2025-05-12,星期一,春卷,96,9.6,4.52,433.875,151.856,0.019,24000.0,2880.0,768.0,960.0,192.0
2025-05-12,星期一,番茄炒蛋/红烧萝卜,66,6.6,1.953,128.929,45.125,0.032,21120.0,1650.0,990.0,1188.0,264.0
2025-05-12,星期一,葱油扇贝,2,0.2,7.226,14.452,5.058,0.013,300.0,10.0,40.0,12.0,0.0
2025-05-12,星期一,椒盐带鱼,2,0.2,6.426,12.852,4.498,0.012,300.0,10.0,36.0,14.0,0.0
2025-05-12,星期一,韭黄肉丝小炒,2,0.2,4.847,9.694,3.393,0.012,440.0,20.0,30.0,24.0,4.0
2025-05-12,星期一,香菇肉丝,2,0.2,4.78,9.56,3.346,0.012,300.0,20.0,24.0,14.0,4.0
2025-05-12,星期一,青瓜付竹肉片,2,0.2,4.634,9.268,3.244,0.013,360.0,30.0,24.0,16.0,6.0
2025-05-12,星期一,茭白肉丝小炒,2,0.2,4.444,8.889,3.111,0.034,360.0,30.0,24.0,16.0,6.0
2025-05-12,星期一,糖醋里脊,2,0.2,4.151,8.301,2.905,0.013,500.0,40.0,30.0,20.0,2.0
2025-05-12,星期一,西葫芦炒鸡蛋/肉末茄,2,0.2,2.951,5.901,2.065,0.013,560.0,40.0,36.0,30.0,6.0
2025-05-12,星期一,素烧鹅,2,0.2,2.708,5.415,1.895,0.011,300.0,40.0,10.0,12.0,4.0
2025-05-12,星期一,白菜千张丝,2,0.2,2.663,5.326,1.864,0.01,240.0,20.0,16.0,10.0,6.0
2025-05-12,星期一,芹菜香干,2,0.2,2.577,5.154,1.804,0.018,196.0,16.0,12.0,10.0,4.0
2025-05-12,星期一,葱油娃娃菜,2,0.2,2.343,4.686,1.64,0.027,90.0,10.0,4.0,4.0,2.0
