价位,套餐名称,方法,菜品组合,菜品数量,总价格/元,热量/kcal,碳水/g,蛋白质/g,脂肪/g,膳食纤维/g,偏好得分,预计利润/元,营养均衡得分,价格偏差/元,综合评分,是否放宽价格
15,15元均衡能量套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、千张结烧肉、糖醋里脊,4,14.877,930.0,90.6,43.5,44.2,9.3,0.827813,5.207,0.8308,0.123,0.6681,否
15,15元均衡能量套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、椒盐带鱼、茄子长豆/青椒素鸡,4,15.188,760.0,85.6,41.5,31.2,12.3,0.683864,5.316,0.9255,0.188,0.656,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、木耳西兰花、椒盐带鱼、白菜千张丝,4,15.009,524.0,27.0,41.0,27.0,7.0,0.783498,5.253,0.7019,0.009,0.6543,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片,4,15.043,970.0,70.0,62.0,49.0,10.0,0.753797,5.265,0.7416,0.043,0.6474,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、葱油金针菇、青瓜付竹肉片、青椒藕片,4,15.095,538.0,46.0,31.0,27.2,10.0,0.693059,5.283,0.8271,0.095,0.6465,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、糖醋里脊、椒盐带鱼、素烧鹅,4,15.17,640.0,63.0,40.0,24.0,5.0,0.651944,5.309,0.9042,0.17,0.6363,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、青椒藕片、素烧鹅,4,15.259,623.0,75.0,35.0,21.2,7.0,0.66427,5.341,0.9628,0.259,0.6316,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、糖醋里脊、雪菜素鸡/丝瓜毛豆子,4,15.079,930.0,80.0,52.0,44.0,10.0,0.661048,5.278,0.8092,0.079,0.627,否
15,15元均衡能量套餐,NSGA-II,花菜、付皮包、椒盐带鱼、素烧鹅,4,15.295,575.0,64.2,35.5,21.2,6.5,0.763197,5.353,0.9157,0.295,0.627,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、葱油金针菇、青瓜付竹肉片,4,15.131,490.0,35.2,31.5,27.2,9.5,0.791985,5.296,0.7569,0.131,0.6259,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、糖醋里脊、椒盐带鱼、白菜千张丝,4,15.125,610.0,53.0,43.0,23.0,6.0,0.645929,5.294,0.8559,0.125,0.6258,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、青椒藕片、白菜千张丝,4,15.214,593.0,65.0,38.0,20.2,8.0,0.658256,5.325,0.9187,0.214,0.6239,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、包菜粉丝、椒盐带鱼,4,14.72,710.0,66.0,42.0,31.0,6.0,0.9233,5.152,0.8861,0.28,0.6221,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、葱油金针菇、青瓜付竹肉片、雪菜素鸡/丝瓜毛豆子,4,15.034,645.0,46.0,41.0,35.0,12.0,0.606053,5.262,0.8006,0.034,0.6202,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、青椒藕片,4,15.135,537.0,44.0,32.0,26.2,10.0,0.695508,5.297,0.8203,0.135,0.6197,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、葱油金针菇、糖醋里脊,4,15.12,569.0,40.0,35.0,29.0,7.0,0.722362,5.292,0.7881,0.12,0.6193,否
15,15元均衡能量套餐,NSGA-II,花菜、付皮包、椒盐带鱼、白菜千张丝,4,15.25,545.0,54.2,38.5,20.2,7.5,0.757182,5.338,0.8666,0.25,0.6159,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、千张结烧肉、青瓜付竹肉片、醋溜鱼/宫保鸡丁,4,15.006,1000.0,53.0,69.0,56.0,9.0,0.761241,5.252,0.6585,0.006,0.6147,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、椒盐带鱼、素烧鹅、香菇鸭块/雪蘑菇肉片,4,15.019,710.0,55.0,53.0,32.0,7.0,0.538685,5.257,0.8234,0.019,0.6113,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、千张结烧肉、青椒藕片、窑鸡腿,4,15.029,753.0,52.6,50.5,38.4,9.3,0.599023,5.26,0.7883,0.029,0.6112,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、椒盐带鱼、素烧鹅、茄子长豆/青椒素鸡,4,15.066,515.0,51.0,35.0,22.0,10.0,0.536692,5.273,0.8514,0.066,0.6023,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、木耳西兰花、青瓜付竹肉片,4,15.172,489.0,33.2,32.5,26.2,9.5,0.794434,5.31,0.7481,0.172,0.5977,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、白菜千张丝、茄子长豆/青椒素鸡,4,15.062,730.0,55.0,45.0,39.0,14.0,0.578993,5.272,0.8092,0.062,0.5964,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、雪菜素鸡/丝瓜毛豆子,4,15.074,644.0,44.0,42.0,34.0,12.0,0.608502,5.276,0.7938,0.074,0.5935,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、花菜、付皮包、椒盐带鱼,4,15.434,645.0,52.2,42.5,30.2,6.5,0.953404,5.402,0.844,0.434,0.5912,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、椒盐带鱼、青椒藕片,4,15.398,693.0,63.0,42.0,30.2,7.0,0.854478,5.389,0.8839,0.398,0.5908,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、白菜千张丝、雪菜素鸡/丝瓜毛豆子,4,15.153,700.0,65.0,48.0,28.0,10.0,0.57125,5.304,0.8788,0.153,0.5884,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、素烧鹅、雪菜素鸡/丝瓜毛豆子,4,15.198,730.0,75.0,45.0,29.0,9.0,0.577265,5.319,0.9043,0.198,0.5832,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、糖醋里脊、白菜千张丝,4,15.24,870.0,75.0,48.0,41.0,8.0,0.733425,5.334,0.8272,0.24,0.583,否
15,15元均衡能量套餐,NSGA-II,花菜、付皮包、椒盐带鱼、凉拌黑木耳/素烧鹅,4,15.258,545.0,59.2,36.5,19.2,9.5,0.649411,5.34,0.8956,0.258,0.5781,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、青椒藕片、凉拌黑木耳/素烧鹅,4,15.222,593.0,70.0,36.0,19.2,10.0,0.550485,5.328,0.9357,0.222,0.5779,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、糖醋里脊、素烧鹅,4,15.284,900.0,85.0,45.0,42.0,7.0,0.73944,5.35,0.849,0.284,0.5752,否
15,15元均衡能量套餐,NSGA-II,付皮包、包菜粉丝、青瓜付竹肉片、香酥鸭肉/椒盐虾,4,15.182,970.0,88.0,59.0,42.0,9.0,0.674076,5.314,0.8097,0.182,0.5751,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、椒盐带鱼、素烧鹅、茄子长豆/青椒素鸡,4,15.107,514.0,49.0,36.0,21.0,10.0,0.539141,5.287,0.8435,0.107,0.5748,否
15,15元均衡能量套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、千张结烧肉、青瓜付竹肉片,4,15.361,860.0,85.6,40.5,42.2,11.3,0.831617,5.376,0.8444,0.361,0.5736,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、青椒藕片,4,15.094,292.0,30.0,25.0,8.2,7.0,0.647192,5.283,0.7512,0.094,0.5715,否
15,15元均衡能量套餐,NSGA-II,花菜、青瓜付竹肉片、香酥鸭肉/椒盐虾、凉拌黑木耳/素烧鹅,4,15.006,775.0,54.2,55.5,37.2,12.5,0.492323,5.252,0.7857,0.006,0.5699,否
15,15元均衡能量套餐,NSGA-II,付皮包、葱油金针菇、青瓜付竹肉片、糖醋里脊,4,15.378,715.0,76.0,39.0,27.0,8.0,0.716121,5.382,0.9338,0.378,0.5682,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、凉拌黑木耳/素烧鹅、虎皮尖椒/茄子长江豆,4,15.16,700.0,75.0,40.0,29.0,12.0,0.470712,5.306,0.9256,0.16,0.5668,否
15,15元均衡能量套餐,NSGA-II,付皮包、青瓜付竹肉片、糖醋里脊、茄子长豆/青椒素鸡,4,15.247,860.0,90.0,47.0,34.0,12.0,0.616684,5.336,0.8874,0.247,0.5628,否
15,15元均衡能量套餐,NSGA-II,花菜、葱油芋头/红烧萝卜、糖醋里脊、椒盐带鱼/油爆虾,4,15.251,775.0,59.8,48.999,36.4,8.799,0.711376,5.338,0.8184,0.251,0.5593,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、青瓜付竹肉片、糖醋里脊、香菇鸭块/雪蘑菇肉片,4,15.086,930.0,72.6,58.5,44.2,11.3,0.570814,5.28,0.7783,0.086,0.5576,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、葱油金针菇、椒盐带鱼、茄子长豆/青椒素鸡,4,15.206,585.0,39.0,42.0,31.0,10.0,0.726899,5.322,0.7665,0.206,0.5573,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、茄子长豆/青椒素鸡、凉拌黑木耳/素烧鹅,4,15.07,730.0,60.0,43.0,38.0,16.0,0.471222,5.275,0.8344,0.07,0.5561,否
15,15元均衡能量套餐,NSGA-II,花菜、木耳西兰花、葱油金针菇、椒盐带鱼,4,15.131,244.0,19.2,25.5,8.2,6.5,0.746118,5.296,0.6839,0.131,0.5529,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、椒盐带鱼、茄子长豆/青椒素鸡、凉拌黑木耳/素烧鹅,4,15.029,485.0,46.0,36.0,20.0,13.0,0.422906,5.26,0.827,0.029,0.5505,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、葱油金针菇、青瓜付竹肉片、白菜千张丝,4,15.194,585.0,41.0,37.0,32.0,10.0,0.67843,5.318,0.7803,0.194,0.5498,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、椒盐带鱼、青椒藕片、青椒土豆丝,4,15.208,538.0,43.0,37.0,26.2,7.0,0.655556,5.323,0.8046,0.208,0.5471,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、素烧鹅、香菇鸭块/雪蘑菇肉片,4,15.134,970.0,77.0,58.0,50.0,9.0,0.626181,5.297,0.7633,0.134,0.5468,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、凉拌黑木耳/素烧鹅、雪菜素鸡/丝瓜毛豆子,4,15.161,700.0,70.0,46.0,27.0,12.0,0.463479,5.306,0.9017,0.161,0.5465,否
15,15元均衡能量套餐,NSGA-II,糖醋里脊、椒盐带鱼、包菜油付/绿豆芽、茄子长豆/青椒素鸡,4,15.127,700.0,55.301,48.2,32.5,10.8,0.511903,5.295,0.8368,0.127,0.5448,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、土豆丝/小青菜、香酥鸭肉/椒盐虾,4,15.147,1070.0,81.8,63.5,56.2,8.4,0.686905,5.302,0.7265,0.147,0.5437,否
15,15元均衡能量套餐,NSGA-II,付皮包、木耳西兰花、青瓜付竹肉片、糖醋里脊,4,15.419,714.0,74.0,40.0,26.0,8.0,0.71857,5.397,0.9291,0.419,0.5429,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、素烧鹅、白菜千张丝,4,15.358,670.0,70.0,41.0,26.0,7.0,0.649642,5.375,0.9239,0.358,0.5403,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、千张结烧肉、青瓜付竹肉片、茄子长豆/青椒素鸡,4,15.246,830.0,53.0,49.0,49.0,13.0,0.775215,5.336,0.7389,0.246,0.5387,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、素烧鹅,4,15.279,614.0,49.0,35.0,32.0,9.0,0.686894,5.348,0.8285,0.279,0.5381,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、青椒藕片、醋溜鱼/宫保鸡丁,4,15.211,823.0,75.0,60.0,30.2,7.0,0.590131,5.324,0.8408,0.211,0.538,否
15,15元均衡能量套餐,NSGA-II,花菜、葱油金针菇、糖醋里脊、窑鸡腿,4,15.083,560.0,32.2,49.5,23.2,5.5,0.582453,5.279,0.736,0.083,0.5358,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、椒盐带鱼、雪菜素鸡/丝瓜毛豆子,4,15.337,800.0,63.0,52.0,38.0,9.0,0.767472,5.368,0.8124,0.337,0.5335,否
15,15元均衡能量套餐,NSGA-II,付皮包、葱油金针菇、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片,4,15.228,785.0,68.0,52.0,35.0,10.0,0.602861,5.33,0.8384,0.228,0.5331,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、西红柿炒蛋/葱油芋艿、香酥鸭肉/椒盐虾,4,15.068,1045.0,59.2,67.5,61.2,10.5,0.667584,5.274,0.6562,0.068,0.5312,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、土豆丝/小青菜、青瓜付竹肉片、糖醋里脊,4,15.27,800.0,61.8,45.5,41.2,8.4,0.68977,5.344,0.8064,0.27,0.5296,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、青瓜付竹肉片、青椒藕片、椒盐带鱼/油爆虾,4,15.283,663.0,58.0,44.0,27.2,9.0,0.605318,5.349,0.8726,0.283,0.5261,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、千张结烧肉、糖醋里脊,4,15.424,970.0,73.0,52.0,51.0,7.0,0.929647,5.398,0.7562,0.424,0.5248,否
15,15元均衡能量套餐,NSGA-II,付皮包、青瓜付竹肉片、包菜油付/绿豆芽、窑鸡腿,4,15.145,800.0,62.301,57.2,35.5,8.8,0.535077,5.301,0.8064,0.145,0.5248,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、糖醋里脊、青椒藕片、窑鸡腿,4,15.087,607.0,41.0,50.0,22.2,6.0,0.485976,5.28,0.7896,0.087,0.5229,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、白菜千张丝,4,15.234,584.0,39.0,38.0,31.0,10.0,0.680879,5.332,0.7728,0.234,0.5225,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、椒盐带鱼、茄子长豆/青椒素鸡、凉拌黑木耳/素烧鹅,4,15.07,484.0,44.0,37.0,19.0,13.0,0.425355,5.274,0.8181,0.07,0.5223,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、千张结烧肉、葱油金针菇、青瓜付竹肉片,4,15.378,685.0,39.0,41.0,42.0,9.0,0.874652,5.382,0.7513,0.378,0.5206,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、素烧鹅,4,15.238,369.0,35.0,28.0,14.0,6.0,0.638578,5.333,0.7991,0.238,0.5174,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、香酥鸭肉/椒盐虾、雪菜素鸡/丝瓜毛豆子,4,15.068,905.0,49.2,64.5,51.2,11.5,0.590308,5.274,0.6852,0.068,0.5129,否
15,15元均衡能量套餐,NSGA-II,付皮包、木耳西兰花、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片,4,15.268,784.0,66.0,53.0,34.0,10.0,0.605311,5.344,0.8331,0.268,0.5073,否
15,15元均衡能量套餐,NSGA-II,花菜、木耳西兰花、糖醋里脊、窑鸡腿,4,15.123,559.0,30.2,50.5,22.2,5.5,0.584902,5.293,0.7248,0.123,0.506,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、素烧鹅、凉拌黑木耳/素烧鹅,4,15.366,670.0,75.0,39.0,25.0,9.0,0.541871,5.378,0.9475,0.366,0.4988,否
15,15元均衡能量套餐,NSGA-II,付皮包、木耳西兰花、椒盐带鱼、青韭南瓜丝,4,15.441,532.0,56.7,34.2,19.5,6.8,0.703607,5.404,0.8901,0.441,0.4959,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、千张结烧肉、木耳西兰花、青瓜付竹肉片,4,15.419,684.0,37.0,42.0,41.0,9.0,0.877101,5.396,0.7443,0.419,0.4937,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、香酥鸭肉/椒盐虾,3,15.088,850.0,60.0,63.0,40.0,4.0,0.457088,5.281,0.7673,0.088,0.4924,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、白菜千张丝、凉拌黑木耳/素烧鹅,4,15.321,640.0,65.0,42.0,24.0,10.0,0.535856,5.362,0.9046,0.321,0.492,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、糖醋里脊、椒盐带鱼、包菜油付/绿豆芽,4,15.259,555.0,41.301,40.2,25.5,6.8,0.61134,5.341,0.7958,0.259,0.4898,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、椒盐带鱼、白菜千张丝,4,15.497,740.0,58.0,48.0,35.0,7.0,0.839849,5.424,0.8282,0.497,0.4879,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、凉拌黑木耳/素烧鹅,4,15.242,584.0,44.0,36.0,30.0,12.0,0.573108,5.335,0.8051,0.242,0.487,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、糖醋里脊、椒盐带鱼、茄子长豆/青椒素鸡,4,15.362,670.0,63.0,45.0,26.0,9.0,0.591779,5.377,0.8915,0.362,0.4867,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、醋溜鱼/宫保鸡丁、雪菜素鸡/丝瓜毛豆子,4,15.15,930.0,75.0,70.0,38.0,9.0,0.503126,5.303,0.7774,0.15,0.4863,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、糖醋里脊、醋溜鱼/宫保鸡丁,4,15.237,1100.0,85.0,70.0,51.0,7.0,0.665301,5.333,0.7333,0.237,0.486,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、椒盐带鱼、青椒藕片、包菜油付/绿豆芽,4,15.274,523.0,45.301,37.2,22.7,9.8,0.584486,5.346,0.821,0.274,0.4853,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、白菜千张丝,4,15.194,339.0,25.0,31.0,13.0,7.0,0.632563,5.318,0.7178,0.194,0.4841,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、青椒藕片、茄子长豆/青椒素鸡,4,15.451,653.0,75.0,40.0,23.2,11.0,0.604105,5.408,0.9466,0.451,0.4796,否
15,15元均衡能量套餐,NSGA-II,花菜、葱油芋头/红烧萝卜、椒盐带鱼、香菇鸭块/雪蘑菇肉片,4,15.327,675.0,46.8,51.999,33.4,9.799,0.657161,5.364,0.8014,0.327,0.4773,否
15,15元均衡能量套餐,NSGA-II,花菜、青瓜付竹肉片、椒盐带鱼、土豆片,4,15.21,902.0,77.2,39.5,50.2,10.5,0.569406,5.324,0.7659,0.21,0.4763,否
15,15元均衡能量套餐,NSGA-II,花菜、付皮包、椒盐带鱼、茄子长豆/青椒素鸡,4,15.488,605.0,64.2,40.5,23.2,10.5,0.703031,5.421,0.9,0.488,0.4753,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、糖醋里脊、包菜油付/绿豆芽,4,15.3,800.0,55.301,47.2,43.5,9.8,0.659656,5.355,0.7734,0.3,0.4747,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、椒盐带鱼、包菜油付/绿豆芽、香菇鸭块/雪蘑菇肉片,4,15.108,625.0,33.301,53.2,33.5,8.8,0.49808,5.288,0.7251,0.108,0.4717,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、千张结烧肉、香酥鸭肉/椒盐虾、茄子长豆/青椒素鸡,4,15.167,1060.0,75.6,63.5,59.2,14.3,0.589367,5.308,0.7057,0.167,0.4699,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、醋溜鱼/宫保鸡丁,4,15.191,569.0,35.0,53.0,23.0,6.0,0.564439,5.317,0.7436,0.191,0.4697,否
15,15元均衡能量套餐,NSGA-II,花菜、青瓜付竹肉片、椒盐带鱼、包菜油付/绿豆芽,4,15.31,475.0,34.501,37.7,22.7,9.3,0.683412,5.359,0.7576,0.31,0.4694,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、椒盐带鱼、青椒藕片、香菇鸭块/雪蘑菇肉片,4,15.29,723.0,57.6,51.5,33.4,10.3,0.558235,5.352,0.8287,0.29,0.4683,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、醋溜鱼/宫保鸡丁、香菇鸭块/雪蘑菇肉片,4,15.086,1170.0,77.0,83.0,59.0,9.0,0.552042,5.28,0.6629,0.086,0.4681,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、椒盐带鱼、香菇鸭块/雪蘑菇肉片、土豆片,4,15.008,1052.0,76.0,55.0,61.0,10.0,0.384074,5.253,0.7128,0.008,0.4644,否
15,15元均衡能量套餐,NSGA-II,付皮包、包菜粉丝、青瓜付竹肉片、窑鸡腿,4,15.38,770.0,70.0,54.0,29.0,7.0,0.614953,5.383,0.8576,0.38,0.4643,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、椒盐带鱼、包菜油付/绿豆芽、雪菜素鸡/丝瓜毛豆子,4,15.213,630.0,45.301,47.2,30.5,11.8,0.49748,5.325,0.8014,0.213,0.4638,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、千张结烧肉、葱油金针菇、香酥鸭肉/椒盐虾,4,15.298,915.0,61.6,55.5,52.2,10.3,0.688804,5.354,0.7293,0.298,0.4595,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、凉拌黑木耳/素烧鹅,4,15.201,339.0,30.0,29.0,12.0,9.0,0.524792,5.32,0.7655,0.201,0.4592,否
