价位,套餐名称,方法,菜品组合,菜品数量,总价格/元,热量/kcal,碳水/g,蛋白质/g,脂肪/g,膳食纤维/g,偏好得分,预计利润/元,营养均衡得分,价格偏差/元,综合评分,是否放宽价格
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、卤鸭、红烧肉、素烧鹅,5,20.002,1006.0,42.3,62.2,67.1,4.6,1.01443,7.001,0.6747,0.002,0.7228,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、花椒排骨、青瓜付竹肉片、白菜千张丝,5,20.172,1070.0,67.0,75.0,55.0,9.0,1.196034,7.06,0.7499,0.172,0.7173,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、卤鸭、白菜千张丝、鸡排/茭白肉丝,5,20.078,1130.0,62.0,86.0,60.0,7.0,1.066311,7.027,0.7053,0.078,0.7097,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、卤鸭、红烧肉、青椒藕片,5,20.181,1013.0,60.0,62.0,57.2,5.0,1.187436,7.063,0.7476,0.181,0.7083,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、葱油芋头/红烧萝卜、花椒排骨、青瓜付竹肉片,5,19.81,1130.0,82.6,70.5,58.2,10.3,1.290422,6.933,0.7759,0.19,0.7064,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉、青椒藕片,5,20.1,1063.0,73.0,62.0,61.2,8.0,0.947973,7.035,0.7656,0.1,0.6926,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉、西红柿炒蛋/葱油芋艿,5,20.039,1310.0,83.0,75.0,79.0,9.0,0.938243,7.014,0.6955,0.039,0.6891,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、千张结烧肉、虎皮蛋烧肉,5,19.773,1066.0,61.3,72.2,62.1,5.6,1.422516,6.921,0.7224,0.227,0.689,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉,5,20.149,1106.0,62.3,72.2,67.1,5.6,1.128249,7.052,0.7079,0.149,0.688,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、酱鸭、鸡排/茭白肉丝,5,20.201,1153.0,56.3,88.2,64.1,4.6,1.272535,7.071,0.6765,0.201,0.6848,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、千张结烧肉、青瓜付竹肉片、茄子长江豆/素烧鹅,5,20.259,1060.0,82.0,63.0,56.0,12.0,1.168538,7.091,0.8014,0.259,0.6846,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、卤鸭、红烧肉,5,20.23,1056.0,49.3,72.2,63.1,2.6,1.367712,7.081,0.6372,0.23,0.6762,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、虎皮蛋烧肉、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.022,1190.0,85.6,72.5,65.2,12.8,0.755877,7.008,0.7537,0.022,0.6739,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、卤鸭、宫保鸡丁、雪菜素鸡/丝瓜毛豆子,5,20.07,1053.0,31.0,82.0,66.0,6.0,1.05717,7.025,0.6198,0.07,0.667,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、卤鸭、宫保鸡丁、西红柿炒蛋/葱油芋艿,5,20.147,1176.0,48.0,82.0,74.0,7.0,1.162184,7.051,0.6379,0.147,0.6632,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、千张结烧肉、鸡排/茭白肉丝,5,20.278,1136.0,63.3,85.2,62.1,6.6,1.300273,7.097,0.7044,0.278,0.6625,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、虎皮蛋烧肉、红烧肉、虎皮青椒/茄子长豆,5,20.074,1046.0,49.3,58.2,72.1,8.6,0.938126,7.026,0.6833,0.074,0.6617,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、虎皮蛋烧肉、青椒藕片、香菇鸭块/雪蘑菇肉片,5,20.085,1110.0,42.0,83.0,68.2,7.0,1.020094,7.03,0.6405,0.085,0.6578,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、虎皮蛋烧肉、红烧肉、水波蛋,5,20.086,1093.0,28.0,73.0,78.0,3.0,1.154421,7.03,0.5632,0.086,0.6576,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、虎皮蛋烧肉、宫保鸡丁、白菜千张丝,5,20.187,986.0,40.0,70.0,62.0,7.0,1.150325,7.066,0.6744,0.187,0.655,否
20,20元丰富营养套餐,NSGA-II,付皮包、酱鸭、卤鸭、青瓜付竹肉片、青椒藕片,5,20.162,1010.0,71.0,62.0,53.2,8.0,0.903662,7.057,0.79,0.162,0.655,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、酱鸭、虎皮蛋烧肉、红烧肉、茄子长江豆/素烧鹅,5,20.057,1063.0,42.3,61.2,74.1,6.6,0.931215,7.02,0.6538,0.057,0.6543,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、虎皮蛋烧肉、红烧肉、素烧鹅,5,20.092,1086.0,44.3,67.2,72.1,4.6,0.992465,7.032,0.655,0.092,0.653,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、千张结烧肉、花椒排骨,5,20.353,1136.0,56.3,82.2,66.1,5.6,1.45353,7.123,0.6804,0.353,0.6527,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、酱鸭、卤鸭、茄子长江豆/素烧鹅,5,20.05,1123.0,35.3,81.2,75.1,6.6,0.984936,7.018,0.6102,0.05,0.6519,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、千张结烧肉、卤鸭、宫保鸡丁,5,20.258,972.0,27.3,79.2,62.1,3.6,1.35219,7.09,0.6285,0.258,0.6507,否
20,20元丰富营养套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、虎皮蛋烧肉、红烧肉、青瓜付竹肉片,5,20.193,1110.0,90.6,50.5,62.2,10.3,0.942433,7.067,0.7815,0.193,0.6444,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、虎皮蛋烧肉、宫保鸡丁、醋溜鱼/宫保鸡丁,5,20.108,1233.0,43.0,95.0,74.0,4.0,1.054462,7.038,0.6066,0.108,0.6374,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、青瓜付竹肉片、青椒藕片,5,20.239,993.0,78.0,59.0,51.2,10.0,0.9314,7.084,0.8216,0.239,0.6346,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、虎皮蛋烧肉、红烧肉、茄子长江豆/素烧鹅,5,20.134,1046.0,49.3,58.2,72.1,8.6,0.958953,7.047,0.6833,0.134,0.6328,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、虎皮蛋烧肉、红烧肉、水波蛋,5,20.01,1110.0,21.0,76.0,80.0,1.0,1.126683,7.003,0.4345,0.01,0.6273,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、付皮包、千张结烧肉、卤鸭、青瓜付竹肉片,5,20.289,1036.0,67.3,69.2,57.1,7.6,1.111676,7.101,0.7581,0.289,0.627,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、虎皮蛋烧肉、红烧肉、醋溜鱼/宫保鸡丁,5,20.044,1286.0,44.3,92.2,81.1,4.6,0.918326,7.016,0.5931,0.044,0.6262,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、千张结烧肉、虎皮蛋烧肉、青椒藕片,5,19.723,1023.0,72.0,62.0,56.2,8.0,1.242241,6.903,0.7827,0.277,0.6253,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、虎皮蛋烧肉、宫保鸡丁、香菇鸭块/雪蘑菇肉片,5,20.221,1186.0,67.0,85.0,65.0,7.0,1.074756,7.077,0.6992,0.221,0.625,否
20,20元丰富营养套餐,NSGA-II,付皮包、酱鸭、虎皮蛋烧肉、青瓜付竹肉片、凉拌黑木耳/素烧鹅,5,20.149,1067.0,78.0,61.0,58.0,11.0,0.774302,7.052,0.7866,0.149,0.6217,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、酱鸭、红烧肉、素烧鹅,5,20.175,1033.0,42.3,60.2,70.1,4.6,1.02575,7.061,0.666,0.175,0.6198,否
20,20元丰富营养套餐,NSGA-II,付皮包、酱鸭、卤鸭、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.065,1197.0,71.6,80.5,66.2,9.8,0.7351,7.023,0.7098,0.065,0.619,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、酱鸭、卤鸭、宫保鸡丁,5,20.181,989.0,20.3,82.2,64.1,1.6,1.324452,7.063,0.4967,0.181,0.6188,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、虎皮蛋烧肉、宫保鸡丁、醋溜鱼/宫保鸡丁,5,20.184,1216.0,50.0,92.0,72.0,6.0,1.082201,7.065,0.6331,0.184,0.6143,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、青瓜付竹肉片、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.161,1120.0,90.6,69.5,55.2,14.8,0.739305,7.056,0.8059,0.161,0.6139,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、卤鸭、红烧肉、素烧鹅,5,20.325,1090.0,65.0,65.0,63.0,4.0,1.178822,7.114,0.7318,0.325,0.6124,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、红烧肉、西红柿炒蛋/葱油芋艿、虎皮青椒/茄子长豆,5,20.007,1257.0,56.0,69.0,85.0,9.0,0.727343,7.002,0.6355,0.007,0.6123,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、白菜千张丝、鸡排/茭白肉丝、虎皮青椒/茄子长豆,5,20.062,1050.0,67.0,69.0,59.0,15.0,0.620153,7.022,0.7504,0.062,0.6075,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、酱鸭、白菜千张丝、鸡排/茭白肉丝,5,20.251,1157.0,62.0,84.0,63.0,7.0,1.077631,7.088,0.6959,0.251,0.6064,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、葱油芋头/红烧萝卜、花椒排骨、红烧肉,5,20.377,1200.0,72.6,68.5,70.2,7.3,1.291248,7.132,0.7132,0.377,0.6061,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、酱鸭、红烧肉、青椒藕片,5,20.353,1040.0,60.0,60.0,60.2,5.0,1.198755,7.124,0.7374,0.353,0.6045,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、虎皮蛋烧肉、青瓜付竹肉片、凉拌黑木耳/素烧鹅,5,20.226,1050.0,85.0,58.0,56.0,13.0,0.80204,7.079,0.8164,0.226,0.6004,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.142,1180.0,78.6,77.5,64.2,11.8,0.762838,7.05,0.7368,0.142,0.5962,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、酱鸭、红烧肉、醋溜鱼/宫保鸡丁,5,20.128,1233.0,42.3,85.2,79.1,4.6,0.951611,7.045,0.603,0.128,0.5924,否
20,20元丰富营养套餐,NSGA-II,卤鸭、红烧肉、青瓜付竹肉片、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.081,970.0,58.0,54.0,59.0,13.0,0.600647,7.028,0.7531,0.081,0.5914,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、酱鸭、红烧肉、雪菜素鸡/丝瓜毛豆子,5,20.292,1147.0,60.0,70.0,68.0,7.0,1.111749,7.102,0.6933,0.292,0.591,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、卤鸭、虎皮蛋烧肉、水波蛋,5,20.049,1150.0,27.0,81.0,83.0,3.0,0.894181,7.017,0.5424,0.049,0.5897,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、红烧肉、西红柿炒蛋/葱油芋艿、虎皮青椒/茄子长豆,5,20.084,1240.0,63.0,66.0,83.0,11.0,0.755081,7.029,0.6612,0.084,0.5888,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、酱鸭、虎皮蛋烧肉、青椒藕片,5,20.272,1090.0,73.0,60.0,64.2,8.0,0.959292,7.095,0.7553,0.272,0.5888,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、卤鸭、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,5,20.159,1060.0,47.0,86.0,59.0,11.0,0.869802,7.056,0.6773,0.159,0.5878,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、红烧肉、醋溜鱼/宫保鸡丁、凉拌黑木耳/素烧鹅,5,20.012,1210.0,53.0,81.0,74.0,9.0,0.637616,7.004,0.6455,0.012,0.5871,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、千张结烧肉、白菜千张丝、鸡排/茭白肉丝,5,20.328,1140.0,69.0,81.0,61.0,9.0,1.105369,7.115,0.7239,0.328,0.5842,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、虎皮蛋烧肉、红烧肉、白菜千张丝、虎皮青椒/茄子长豆,5,20.124,1050.0,55.0,54.0,71.0,11.0,0.743221,7.043,0.7041,0.124,0.584,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片、雪菜素鸡/丝瓜毛豆子,5,20.164,1147.0,47.0,90.0,66.0,11.0,0.916515,7.057,0.6474,0.164,0.5837,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、白菜千张丝、鸡排/茭白肉丝、茄子长江豆/素烧鹅,5,20.026,1127.0,48.0,80.0,70.0,10.0,0.636775,7.009,0.654,0.026,0.5835,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、红烧肉、青椒藕片、香菇鸭块/雪蘑菇肉片,5,20.191,1143.0,77.0,65.0,64.2,10.0,0.791629,7.067,0.7507,0.191,0.5833,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、花椒排骨、虎皮蛋烧肉、宫保鸡丁,5,20.347,1052.0,29.3,84.2,67.1,3.6,1.330224,7.122,0.6123,0.347,0.5828,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉、凉拌黑木耳/素烧鹅,5,20.207,1110.0,73.0,66.0,65.0,10.0,0.825573,7.072,0.7445,0.207,0.5812,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、酱鸭、卤鸭、香菇鸭块/雪蘑菇肉片,5,20.255,1143.0,24.3,98.2,73.1,3.6,1.20733,7.089,0.5685,0.255,0.5769,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、酱鸭、红烧肉,5,20.403,1083.0,49.3,70.2,66.1,2.6,1.379031,7.141,0.6281,0.403,0.5731,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、红烧肉、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋、虎皮青椒/茄子长豆,5,20.067,1120.0,65.6,63.5,69.2,14.8,0.572715,7.023,0.7165,0.067,0.5721,否
20,20元丰富营养套餐,NSGA-II,酱鸭、青瓜付竹肉片、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.052,1067.0,65.0,70.0,60.0,15.0,0.505471,7.018,0.7385,0.052,0.5718,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、葱油芋头/红烧萝卜、千张结烧肉、青瓜付竹肉片,5,19.6,1060.0,87.6,60.5,54.2,11.3,1.305427,6.86,0.8231,0.4,0.5652,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、千张结烧肉、酱鸭、茄子长江豆/素烧鹅,5,20.412,1147.0,70.0,69.0,68.0,9.0,1.203391,7.144,0.7209,0.412,0.5625,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉、醋溜鱼/宫保鸡丁,5,20.196,1340.0,78.0,90.0,76.0,7.0,0.86522,7.069,0.6734,0.196,0.5623,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、白菜千张丝、鸡排/茭白肉丝、茄子长江豆/素烧鹅,5,20.102,1110.0,55.0,77.0,68.0,12.0,0.664514,7.036,0.6822,0.102,0.5613,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、千张结烧肉、花椒排骨、素烧鹅,5,20.447,1170.0,72.0,75.0,66.0,7.0,1.26464,7.157,0.7207,0.447,0.5605,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、酱鸭、宫保鸡丁、西红柿炒蛋/葱油芋艿,5,20.32,1203.0,48.0,80.0,77.0,7.0,1.173504,7.112,0.6296,0.32,0.5605,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、千张结烧肉、卤鸭、香菇鸭块/雪蘑菇肉片,5,20.332,1126.0,31.3,95.2,71.1,5.6,1.235069,7.116,0.5964,0.332,0.5545,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、卤鸭、红烧肉、茄子长江豆/素烧鹅,5,20.254,1036.0,42.3,63.2,71.1,7.6,0.965914,7.089,0.6623,0.254,0.553,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、宫保鸡丁、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,5,20.076,1096.0,48.0,81.0,66.0,11.0,0.61465,7.027,0.6654,0.076,0.5527,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、卤鸭、红烧肉、水波蛋,5,20.207,1083.0,21.0,78.0,77.0,2.0,1.161382,7.072,0.4915,0.207,0.5513,否
20,20元丰富营养套餐,NSGA-II,付皮包、卤鸭、虎皮蛋烧肉、青椒藕片、鸡排/茭白肉丝,5,20.235,1133.0,75.0,75.0,61.2,8.0,0.779711,7.082,0.7454,0.235,0.551,否
20,20元丰富营养套餐,NSGA-II,酱鸭、虎皮蛋烧肉、红烧肉、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.115,1067.0,53.0,55.0,72.0,11.0,0.628539,7.04,0.6924,0.115,0.5485,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、千张结烧肉、酱鸭、宫保鸡丁,5,20.431,999.0,27.3,77.2,65.1,3.6,1.363509,7.151,0.6207,0.431,0.5482,否
20,20元丰富营养套餐,NSGA-II,付皮包、卤鸭、红烧肉、宫保鸡丁、茄子长江豆/素烧鹅,5,20.264,1086.0,71.0,58.0,64.0,8.0,0.812562,7.092,0.753,0.264,0.5482,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、付皮包、卤鸭、虎皮蛋烧肉、鸡排/茭白肉丝,5,20.285,1176.0,64.3,85.2,67.1,5.6,0.959987,7.1,0.6904,0.285,0.5479,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、卤鸭、宫保鸡丁、凉拌黑木耳/素烧鹅,5,20.315,976.0,38.0,73.0,60.0,8.0,1.049514,7.11,0.6709,0.315,0.5469,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、卤鸭、宫保鸡丁、醋溜鱼/宫保鸡丁,5,20.228,1223.0,36.0,100.0,73.0,3.0,1.061423,7.08,0.5577,0.228,0.543,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、虎皮蛋烧肉、素烧鹅、香菇鸭块/雪蘑菇肉片,5,20.306,1170.0,54.0,83.0,72.0,8.0,1.039218,7.107,0.6579,0.306,0.5424,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、青瓜付竹肉片、鸡排/茭白肉丝、茄子长江豆/素烧鹅,5,20.394,1130.0,84.0,76.0,56.0,12.0,1.000276,7.138,0.7793,0.394,0.5421,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、卤鸭、虎皮蛋烧肉、青椒藕片,5,20.31,1133.0,68.0,72.0,65.2,7.0,0.932968,7.108,0.7215,0.31,0.5413,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、卤鸭、虎皮蛋烧肉、西红柿炒蛋/葱油芋艿,5,20.248,1380.0,78.0,85.0,83.0,8.0,0.923238,7.087,0.6577,0.248,0.541,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、卤鸭、宫保鸡丁、醋溜鱼/宫保鸡丁,5,20.305,1206.0,43.0,97.0,71.0,5.0,1.089161,7.107,0.6145,0.305,0.5358,否
20,20元丰富营养套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、千张结烧肉、青瓜付竹肉片、鸡排/茭白肉丝,5,20.361,1180.0,97.6,68.5,60.2,13.3,0.881956,7.126,0.7985,0.361,0.5356,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、花椒排骨、青瓜付竹肉片、茄子长江豆/素烧鹅,5,20.469,1130.0,77.0,73.0,60.0,11.0,1.153533,7.164,0.7554,0.469,0.5323,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、酱鸭、卤鸭、香菇鸭块/雪蘑菇肉片、土豆片,5,20.028,1694.0,76.0,98.0,112.0,9.0,0.63178,7.01,0.5497,0.028,0.5262,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、卤鸭、鸡排/茭白肉丝、茄子长江豆/素烧鹅,5,20.375,1190.0,72.0,84.0,65.0,9.0,1.02381,7.131,0.7118,0.375,0.5252,否
20,20元丰富营养套餐,NSGA-II,付皮包、酱鸭、红烧肉、白菜千张丝、香菇鸭块/雪蘑菇肉片,5,20.214,1207.0,65.0,74.0,71.0,8.0,0.749262,7.075,0.6869,0.214,0.5239,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、虎皮蛋烧肉、红烧肉、鸡排/茭白肉丝、虎皮青椒/茄子长豆,5,20.21,1116.0,51.3,71.2,72.1,8.6,0.769865,7.073,0.6676,0.21,0.5224,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、青瓜付竹肉片、凉拌黑木耳/素烧鹅,5,20.346,1040.0,78.0,63.0,55.0,12.0,0.809001,7.121,0.7975,0.346,0.5217,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、卤鸭、红烧肉、水波蛋,5,20.13,1100.0,14.0,81.0,79.0,0.0,1.133644,7.045,0.3624,0.13,0.5209,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、虎皮蛋烧肉、红烧肉、茄子长江豆/素烧鹅,5,20.456,1130.0,72.0,61.0,68.0,8.0,1.123345,7.16,0.7358,0.456,0.52,否
20,20元丰富营养套餐,NSGA-II,付皮包、虎皮蛋烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、茄子长江豆/素烧鹅,5,20.217,1250.0,82.0,69.0,74.0,11.0,0.68848,7.076,0.7185,0.217,0.5197,否
